"Player_name","Year","Level","T","G","W","L","IP","TBF","Kpct","BBpct","K_BB","HR_9","FIP","ERA","DER","DER_denom"
"八木　亮祐",2016,"Farm","Bs","10","0","1",24.7,105,23.8,8.57,15.2,0.73,3.13,4.01,0.684,253
"山﨑　福也",2016,"Farm","Bs","6","1","2",36,144,11.8,8.33,3.5,0.25,3.51,2.75,0.752,113
"山田　修義",2016,"Farm","Bs","3","1","1",9.7,45,20,6.67,13.3,0.93,3.42,10.24,0.594,32
"吉田　一将",2016,"Farm","Bs","3","1","1",9,33,24.2,0,24.2,0,1.23,1,0.76,25
"吉田　凌",2016,"Farm","Bs","12","2","2",42,192,9.4,8.85,0.5,1.5,5.68,5.79,0.676,148
"飯田　哲矢",2016,"Farm","C","32","3","5",31,141,20.6,9.93,10.6,0.58,3.53,4.35,0.66,94
"一岡　竜司",2016,"Farm","C","8","0","0",8,34,20.6,0,20.6,0,1.26,1.13,0.63,27
"今井　啓介",2016,"Farm","C","32","1","1",31,134,12.7,10.45,2.2,0,3.27,3.19,0.699,103
"江草　仁貴",2016,"Farm","C","20","0","0",15.3,57,24.6,7.02,17.5,0,1.97,0,0.744,39
"オスカル",2016,"Farm","C","17","1","1",18,83,9.6,7.23,2.4,0.5,3.84,4.5,0.652,66
"大瀬良　大地",2016,"Farm","C","9","1","1",39.3,167,18,4.79,13.2,0.92,3.42,3.89,0.696,125
"岡田　明丈",2016,"Farm","C","10","2","2",35.7,159,16.4,6.29,10.1,0.25,2.93,3.79,0.658,120
"小野　淳平",2016,"Farm","C","23","1","0",32.7,137,16.8,1.46,15.3,0.28,2.27,2.76,0.682,110
"九里　亜蓮",2016,"Farm","C","6","2","2",35,146,19.2,7.53,11.6,0,2.44,2.06,0.689,106
"佐藤　祥万",2016,"Farm","C","28","1","1",25.3,101,15.8,7.92,7.9,0,2.69,2.13,0.727,77
"高橋　樹也",2016,"Farm","C","9","1","5",38.7,184,10.9,7.07,3.8,1.16,4.74,7.68,0.621,145
"辻　空",2016,"Farm","C","10","1","4",44.7,201,8.5,12.44,-4,1.01,5.38,5.04,0.727,154
"デラバー",2016,"Farm","C","19","0","1",19.3,91,23.1,14.29,8.8,1.86,5.85,6.52,0.725,51
"戸田　隆矢",2016,"Farm","C","11","1","1",17.7,82,7.3,6.1,1.2,1.02,4.82,7.13,0.676,68
"永川　勝浩",2016,"Farm","C","25","0","3",24.3,110,12.7,9.09,3.6,0.37,3.63,5.55,0.671,85
"中田　廉",2016,"Farm","C","22","1","1",26,108,16.7,5.56,11.1,0.69,3.32,3.46,0.671,82
"中村　恭平",2016,"Farm","C","17","4","3",78.7,333,9.6,8.11,1.5,0.46,3.92,2.97,0.721,269
"中村　祐太",2016,"Farm","C","10","1","3",40.3,175,14.3,6.29,8,1.12,4.27,5.13,0.699,133
"西原　圭大",2016,"Farm","C","36","4","1",30,117,18.8,5.13,13.7,0.6,3.01,1.5,0.747,87
"野村　祐輔",2016,"Farm","C","2","1","1",15,56,10.7,3.57,7.1,0,2.81,0.6,0.809,47
"久本　祐一",2016,"Farm","C","23","1","2",29.3,132,12.1,13.64,-1.5,1.23,5.63,3.68,0.731,93
"福井　優也",2016,"Farm","C","11","4","4",68,283,15.5,8.13,7.4,0.93,4.33,2.91,0.768,203
"藤井　皓哉",2016,"Farm","C","17","0","2",35,161,8.7,16.15,-7.5,0.77,5.72,4.63,0.724,116
"ヘーゲンズ",2016,"Farm","C","9","2","1",15.3,62,14.5,11.29,3.2,0.59,4.25,2.35,0.727,44
"塹江　敦哉",2016,"Farm","C","17","2","3",73.3,336,15.8,11.31,4.5,0.37,3.77,5.77,0.657,239
"薮田　和樹",2016,"Farm","C","13","2","4",46.7,216,8.8,17.13,-8.3,0.39,5.26,5.01,0.731,156
"横山　弘樹",2016,"Farm","C","14","3","6",78,362,14.4,6.35,8,1.27,4.51,5.77,0.649,271
"浅尾　拓也",2016,"Farm","D","28","1","2",25.3,110,23.6,3.64,20,0.71,2.69,4.26,0.671,76
"阿知羅　拓馬",2016,"Farm","D","26","7","3",59.7,237,18.6,9.28,9.3,0.15,2.91,1.51,0.763,169
"伊藤　準規",2016,"Farm","D","17","8","4",90.7,386,15.8,8.03,7.8,0.5,3.6,3.57,0.682,283
"岩瀬　仁紀",2016,"Farm","D","21","0","0",20.3,87,21.8,6.9,14.9,0.44,2.81,3.1,0.7,60
"岩田　慎司",2016,"Farm","D","14","5","3",63.7,272,18.4,6.62,11.8,0.57,3.34,3.53,0.697,195
"大野　雄大",2016,"Farm","D","3","1","0",13.3,52,19.2,5.77,13.5,0,2.18,0,0.769,39
"大場　翔太",2016,"Farm","D","9","0","2",22,103,10.7,9.71,1,0.82,5.1,5.73,0.671,76
"小笠原　慎之介",2016,"Farm","D","9","3","2",45.7,209,16.3,12.92,3.3,0.59,4.15,4.93,0.71,145
"岡田　俊哉",2016,"Farm","D","5","0","1",4.3,19,36.8,10.53,26.3,2.08,4.16,2.08,0.667,9
"小川　龍也",2016,"Farm","D","18","1","0",16,62,35.5,4.84,30.6,0,1.01,0,0.694,36
"小熊　凌祐",2016,"Farm","D","8","2","2",50,206,17,3.88,13.1,0.18,2.47,2.7,0.675,160
"金子　丈",2016,"Farm","D","50","2","2",45.7,184,25,7.61,17.4,0.2,2.2,3.35,0.681,119
"岸本　淳希",2016,"Farm","D","5","0","0",5,24,16.7,8.33,8.3,0,3.21,1.8,0.706,17
"佐藤　優",2016,"Farm","D","12","4","1",49.3,197,19.8,5.58,14.2,0.18,2.36,2.01,0.705,146
"ジョーダン",2016,"Farm","D","1","1","0",5,20,20,10,10,0,2.61,0,0.714,14
"鈴木　翔太",2016,"Farm","D","3","0","0",3.3,17,23.5,11.76,11.8,0,3.31,2.7,0.6,10
"セプティモ",2016,"Farm","D","18","1","0",26.7,111,10.8,9.91,0.9,0.34,3.95,2.03,0.779,86
"祖父江　大輔",2016,"Farm","D","21","1","1",20,79,26.6,7.59,19,0,1.96,0.9,0.725,51
"中川　誠也",2016,"Farm","D","2","0","0",3,14,0,7.14,-7.1,0,4.01,12,0.692,13
"西川　健太郎",2016,"Farm","D","11","2","0",10.7,55,9.1,7.27,1.8,0,3.48,10.97,0.556,45
"ネイラー",2016,"Farm","D","3","0","0",10,43,30.2,2.33,27.9,0.9,2.31,2.7,0.667,27
"野村　亮介",2016,"Farm","D","12","3","2",38,169,20.1,7.1,13,0.71,3.35,6.16,0.627,118
"ハイメ",2016,"Farm","D","6","0","0",6,27,22.2,25.93,-3.7,0,4.51,3,0.571,14
"バルデス",2016,"Farm","D","1","1","0",5,18,22.2,5.56,16.7,0,2.01,0,0.846,13
"濱田　達郎",2016,"Farm","D","10","0","1",20.3,93,18.3,8.6,9.7,0,2.81,3.1,0.636,66
"福　敬登",2016,"Farm","D","17","0","3",16.3,76,19.7,6.58,13.2,1.1,3.5,4.96,0.604,53
"福谷　浩司",2016,"Farm","D","24","1","1",29,111,26.1,1.8,24.3,0.31,1.77,1.55,0.769,78
"又吉　克樹",2016,"Farm","D","15","2","1",15.7,66,30.3,4.55,25.8,0,1.8,3.45,0.692,39
"三ツ間　卓也",2016,"Farm","D","35","5","2",78,317,26.2,6.62,19.6,0.46,2.55,2.19,0.721,204
"武藤　祐太",2016,"Farm","D","35","5","0",35.7,157,15.9,6.37,9.6,0.5,3.35,3.03,0.686,118
"八木　智哉",2016,"Farm","D","23","0","2",41.3,173,9.8,3.47,6.4,0.65,3.93,5.23,0.683,142
"山井　大介",2016,"Farm","D","3","1","1",12.7,60,8.3,6.67,1.7,0.71,4.19,9.24,0.6,50
"山本　雅士",2016,"Farm","D","17","1","2",11.7,48,25,14.58,10.4,0.77,3.87,2.31,0.821,28
"雄太",2016,"Farm","D","16","2","4",58,261,14.6,4.98,9.6,0.47,3.1,4.5,0.631,206
"吉見　一起",2016,"Farm","D","1","1","0",6,23,13,13.04,0,0,3.51,0,0.882,17
"若松　駿太",2016,"Farm","D","3","0","1",11,54,7.4,9.26,-1.9,2.45,7.46,8.18,0.707,41
"綾部　翔",2016,"Farm","DB","10","1","2",31.7,138,18.8,7.25,11.6,0.57,3.23,4.26,0.687,99
"飯塚　悟史",2016,"Farm","DB","15","6","7",87,377,11.9,7.96,4,0.41,3.71,3.52,0.702,295
"井納　翔一",2016,"Farm","DB","1","1","0",6,23,21.7,8.7,13,1.5,4.51,1.5,0.733,15
"今永　昇太",2016,"Farm","DB","3","0","1",10,38,42.1,5.26,36.8,0,0.41,1.8,0.65,20
"エレラ",2016,"Farm","DB","2","0","0",1.3,11,18.2,27.27,-9.1,0,9.01,40.5,0.4,5
"大原　慎司",2016,"Farm","DB","24","1","2",25.3,119,21.8,11.76,10.1,1.42,4.79,4.62,0.676,74
"長田　秀一郎",2016,"Farm","DB","25","1","2",25.7,115,23.5,8.7,14.8,0,1.96,2.81,0.662,77
"加賀　繁",2016,"Farm","DB","8","0","0",9,32,21.9,0,21.9,0,1.79,0,0.833,24
"柿田　裕太",2016,"Farm","DB","13","5","1",34,157,15.9,12.1,3.8,0.79,4.54,5.29,0.685,108
"国吉　佑樹",2016,"Farm","DB","13","4","2",68.7,303,20.5,18.48,2,0.13,4.01,2.75,0.75,180
"久保　康友",2016,"Farm","DB","8","1","6",49,215,9.8,5.12,4.7,0.92,4.21,4.22,0.684,177
"久保　裕也",2016,"Farm","DB","22","3","0",29.7,131,16.8,11.45,5.3,0.91,4.56,3.64,0.685,89
"熊原　健人",2016,"Farm","DB","16","2","4",49,215,21.4,11.16,10.2,0.92,4.17,4.41,0.691,136
"小杉　陽太",2016,"Farm","DB","14","0","0",21,77,23.4,6.49,16.9,0,2.01,0.43,0.741,54
"小林　寛",2016,"Farm","DB","22","1","2",38.3,183,17.5,7.65,9.8,0.94,4.11,5.87,0.636,129
"ザガースキー",2016,"Farm","DB","16","1","0",18,71,36.6,9.86,26.8,0,1.29,2,0.658,38
"砂田　毅樹",2016,"Farm","DB","12","3","8",84.3,369,21.7,6.23,15.4,1.07,3.54,4.59,0.646,254
"高崎　健太郎",2016,"Farm","DB","15","0","3",20.7,93,15.1,8.6,6.5,0,2.96,4.35,0.643,70
"田村　丈",2016,"Farm","DB","8","2","1",22,101,13.9,19.8,-5.9,1.23,6.37,4.09,0.698,63
"野川　拓斗",2016,"Farm","DB","19","0","2",26,106,20.8,8.49,12.3,0,2.59,2.77,0.726,73
"林　昌範",2016,"Farm","DB","15","0","1",15.3,57,21.1,3.51,17.5,0.59,2.88,0.59,0.78,41
"平田　真吾",2016,"Farm","DB","30","2","0",35,143,28,12.59,15.4,0.51,3.01,1.03,0.741,81
"ブロードウェイ",2016,"Farm","DB","8","0","0",9,38,23.7,13.16,10.5,1,4.45,6,0.636,22
"福地　元春",2016,"Farm","DB","29","2","0",36.7,145,30.3,14.48,15.9,0.25,2.85,0.74,0.766,77
"藤岡　好明",2016,"Farm","DB","14","0","0",13,61,16.4,9.84,6.6,0,3.55,2.77,0.667,42
"ペトリック",2016,"Farm","DB","13","4","3",63,270,12.2,7.04,5.2,0,2.91,3.43,0.7,217
"三浦　大輔",2016,"Farm","DB","16","2","9",89,390,13.6,4.87,8.7,0.81,3.66,5.56,0.65,309
"三嶋　一輝",2016,"Farm","DB","18","8","6",109,465,19.8,7.1,12.7,1.24,4.1,3.55,0.714,322
"モスコーソ",2016,"Farm","DB","8","2","2",37,166,22.3,7.83,14.5,1.22,3.82,4.86,0.613,111
"山口　俊",2016,"Farm","DB","3","0","2",19,75,29.3,5.33,24,0,1.33,3.32,0.694,49
"山下　峻",2016,"Farm","DB","7","0","2",13,70,10,22.86,-12.9,0.69,7.32,12.46,0.628,43
"相沢　晋",2016,"Farm","E","7","2","0",6.7,36,11.1,2.78,8.3,2.7,6.61,6.75,0.607,28
"相原　和友",2016,"Farm","E","24","0","1",20.7,83,24.1,3.61,20.5,0.87,2.77,3.92,0.724,58
"青山　浩二",2016,"Farm","E","8","0","0",9,35,22.9,2.86,20,0,1.9,0,0.76,25
"安樂　智大",2016,"Farm","E","9","3","1",54.7,220,20.5,5.45,15,0.99,3.5,2.96,0.718,156
"石橋　良太",2016,"Farm","E","26","1","1",29.7,115,21.7,3.48,18.3,0.91,3.14,2.73,0.732,82
"入野　貴大",2016,"Farm","E","8","4","0",31,130,25.4,10.77,14.6,1.45,4.53,3.77,0.737,76
"大塚　尚仁",2016,"Farm","E","25","0","0",24.3,109,16.5,10.09,6.4,0.37,3.54,2.22,0.697,76
"小野　郁",2016,"Farm","E","7","2","2",15.7,70,22.9,10,12.9,0,2.31,3.45,0.617,47
"片山　博視",2016,"Farm","E","11","0","2",8.3,36,30.6,11.11,19.4,0,2.53,4.32,0.737,19
"加藤　正志",2016,"Farm","E","10","0","2",18.7,80,13.8,7.5,6.2,0.96,4.51,3.86,0.729,59
"金刃　憲人",2016,"Farm","E","4","1","0",4,17,17.6,11.76,5.9,0,2.26,2.25,0.727,11
"釜田　佳直",2016,"Farm","E","3","0","0",9,40,17.5,10,7.5,3,7.12,5,0.769,26
"辛島　航",2016,"Farm","E","3","1","2",16,65,26.2,4.62,21.5,1.12,3.07,2.81,0.698,43
"川井　貴志",2016,"Farm","E","16","3","4",72.7,304,16.8,5.26,11.5,0.62,3.41,3.72,0.681,226
"菊池　保則",2016,"Farm","E","12","4","3",57.7,238,20.6,6.3,14.3,1.72,4.73,3.12,0.738,160
"金　無英",2016,"Farm","E","21","0","1",18.3,80,16.2,7.5,8.8,0.98,4.15,6.38,0.655,58
"塩見　貴洋",2016,"Farm","E","1","0","1",3,14,14.3,14.29,0,3,8.01,9,0.778,9
"ソン・チャーホウ",2016,"Farm","E","15","6","3",62.7,254,16.5,3.94,12.6,0.57,2.98,2.44,0.702,198
"高堀　和也",2016,"Farm","E","10","0","0",11,40,30,5,25,0,1.37,0,0.808,26
"戸村　健次",2016,"Farm","E","5","1","1",22,78,17.9,5.13,12.8,0,2.28,1.23,0.733,60
"西宮　悠介",2016,"Farm","E","18","0","2",13,65,16.9,18.46,-1.5,2.08,7.32,4.15,0.684,38
"長谷部　康平",2016,"Farm","E","21","0","2",31,141,16.3,7.09,9.2,0.29,3.11,3.77,0.676,105
"濱矢　廣大",2016,"Farm","E","13","6","2",64.7,265,19.6,6.79,12.8,0.97,3.69,3.62,0.738,187
"ブリガム",2016,"Farm","E","15","6","2",73.7,309,19.4,9.06,10.4,0.12,2.78,3.67,0.697,218
"古川　侑利",2016,"Farm","E","27","6","4",69.3,288,24,7.99,16,0.65,2.99,2.6,0.684,190
"ミコライオ",2016,"Farm","E","7","0","0",7,29,20.7,6.9,13.8,2.57,6.3,3.86,0.833,18
"美馬　学",2016,"Farm","E","1","0","0",2,9,33.3,22.22,11.1,0,3.01,0,0.75,4
"宮川　将",2016,"Farm","E","17","0","1",21.3,90,17.8,10,7.8,0.84,3.99,2.95,0.762,63
"武藤　好貴",2016,"Farm","E","36","3","2",36.3,159,20.8,6.29,14.5,0.74,3.26,4.46,0.676,111
"森　雄大",2016,"Farm","E","9","3","3",36.7,163,20.9,14.11,6.7,0.25,3.55,3.93,0.709,103
"山内　壮馬",2016,"Farm","E","12","2","1",23,100,15,10,5,0.39,3.97,5.87,0.732,71
"横山　貴明",2016,"Farm","E","28","0","1",28.7,125,21.6,4.8,16.8,0.63,2.77,2.83,0.629,89
"リズ",2016,"Farm","E","10","4","3",45.3,182,24.7,8.24,16.5,0.4,2.85,3.18,0.698,116
"レイ",2016,"Farm","E","9","4","1",50,187,17.6,3.21,14.4,0.36,2.69,1.26,0.778,144
"新垣　勇人",2016,"Farm","F","21","9","2",85,333,21.3,3.3,18,0.85,2.95,2.54,0.733,243
"井口　和朋",2016,"Farm","F","10","1","0",13.3,55,29.1,0,29.1,1.35,2.78,4.05,0.639,36
"石井　裕也",2016,"Farm","F","9","1","0",9.3,41,34.1,7.32,26.8,1.93,3.76,2.89,0.727,22
"石川　直也",2016,"Farm","F","40","1","1",51,204,24.5,6.86,17.6,1.24,3.83,3.53,0.754,130
"乾　真大",2016,"Farm","F","5","0","0",4.7,26,30.8,30.77,0,1.93,7.51,9.64,0.816,76
"上原　健太",2016,"Farm","F","18","1","4",46.3,207,16.9,11.59,5.3,0.58,3.96,5.63,0.694,144
"浦野　博司",2016,"Farm","F","3","1","1",16,60,13.3,6.67,6.7,1.12,4.38,1.69,0.848,46
"上沢　直之",2016,"Farm","F","4","0","1",5,25,8,16,-8,0,4.61,7.2,0.684,19
"榎下　陽大",2016,"Farm","F","14","1","0",16.7,71,21.1,8.45,12.7,1.62,4.63,3.78,0.702,47
"大塚　豊",2016,"Farm","F","26","0","1",25,124,9.7,12.9,-3.2,0.72,5.13,6.12,0.667,93
"鍵谷　陽平",2016,"Farm","F","14","1","0",15,62,29,9.68,19.4,0,1.81,1.2,0.737,38
"加藤　貴之",2016,"Farm","F","2","0","0",5,21,23.8,9.52,14.3,1.8,4.81,5.4,0.769,13
"金平　将至",2016,"Farm","F","38","2","1",44.7,184,15.2,8.15,7.1,0.6,3.77,2.62,0.779,136
"斎藤　佑樹",2016,"Farm","F","16","3","6",60,259,15.4,4.25,11.2,0.6,3.14,4.5,0.68,203
"須永　英輝",2016,"Farm","F","31","2","2",34,150,20.7,9.33,11.3,0.26,3.07,3.71,0.663,101
"瀬川　隼郎",2016,"Farm","F","33","0","4",52.7,226,24.8,11.06,13.7,1.03,3.9,3.93,0.723,137
"高梨　裕稔",2016,"Farm","F","2","0","1",4,19,42.1,15.79,26.3,2.25,4.51,11.25,0.571,7
"武田　久",2016,"Farm","F","20","1","1",20.3,88,18.2,5.68,12.5,0,2.03,2.21,0.652,66
"武田　勝",2016,"Farm","F","23","2","9",100,431,12.8,3.48,9.3,1.44,4.5,4.14,0.723,343
"立田　将太",2016,"Farm","F","21","2","7",94.7,409,18.8,10.51,8.3,0.57,3.66,3.04,0.711,280
"田中　豊樹",2016,"Farm","F","31","2","2",37.7,159,26.4,10.69,15.7,1.19,3.94,4.06,0.745,94
"中村　勝",2016,"Farm","F","22","7","6",118.7,523,19.5,11.09,8.4,0.99,4.41,3.79,0.704,341
"バース",2016,"Farm","F","1","0","0",7,27,25.9,3.7,22.2,2.57,5.58,2.57,0.875,16
"白村　明弘",2016,"Farm","F","26","3","3",36,153,34,7.84,26.1,0.5,1.84,3.75,0.644,87
"増井　浩俊",2016,"Farm","F","7","0","1",15,58,34.5,10.34,24.1,1.2,3.28,3,0.733,30
"宮西　尚生",2016,"Farm","F","6","0","1",6,28,10.7,0,10.7,1.5,4.18,4.5,0.625,24
"メンドーサ",2016,"Farm","F","1","0","0",2,7,14.3,0,14.3,0,2.01,0,0.761,92
"屋宜　照悟",2016,"Farm","F","37","2","4",40.7,180,16.1,5.56,10.6,1.11,4.07,4.87,0.614,132
"吉川　光夫",2016,"Farm","F","2","1","1",11,46,10.9,4.35,6.5,1.64,5.01,6.55,0.703,37
"吉田　侑樹",2016,"Farm","F","22","6","8",97,424,16.5,8.73,7.8,0.56,3.51,5.1,0.653,311
"乾　真大",2016,"Farm","G","30","2","0",32,143,27.3,21.68,5.6,0.84,4.98,4.22,0.816,76
"今村　信貴",2016,"Farm","G","8","2","3",49.7,210,26.7,6.67,20,0.91,3.03,2.36,0.669,133
"ウーゴ",2016,"Farm","G","15","1","1",28,129,12.4,13.18,-0.8,0.64,5.05,5.79,0.689,90
"内海　哲也",2016,"Farm","G","6","1","2",33.7,142,21.8,4.93,16.9,0.27,2.44,4.28,0.65,100
"江柄子　裕樹",2016,"Farm","G","22","9","2",113,462,18.2,6.06,12.1,0.24,2.85,2.15,0.734,338
"大竹　寛",2016,"Farm","G","8","3","3",46.3,207,14,5.31,8.7,0.19,2.88,2.53,0.659,164
"大竹　秀義",2016,"Farm","G","7","2","2",22.7,92,22.8,6.52,16.3,0.4,2.52,3.57,0.75,64
"ガブリエル",2016,"Farm","G","3","1","0",14,67,7.5,7.46,0,1.29,5.44,5.79,0.648,54
"香月　良太",2016,"Farm","G","41","1","3",43.7,168,11.9,3.57,8.3,0.41,3.03,2.06,0.755,139
"公文　克彦",2016,"Farm","G","25","2","0",24.7,109,21.1,11.01,10.1,0.73,3.78,4.74,0.676,71
"小山　雄輝",2016,"Farm","G","22","4","3",78,315,23.2,6.35,16.8,0.92,3.24,1.96,0.759,212
"桜井　俊貴",2016,"Farm","G","1","1","0",1,5,0,20,-20,0,6.01,0,0.75,4
"篠原　慎平",2016,"Farm","G","16","2","0",21,91,20.9,7.69,13.2,0.86,3.58,1.71,0.694,62
"杉内　俊哉",2016,"Farm","G","4","1","2",19,83,28.9,7.23,21.7,0.47,2.27,5.21,0.608,51
"ソリマン",2016,"Farm","G","6","3","3",32.7,144,21.5,16.67,4.9,0.83,4.78,3.86,0.723,83
"平良　拳太郎",2016,"Farm","G","12","6","2",74,299,12.4,5.69,6.7,0.24,3.05,2.31,0.741,243
"高木　勇人",2016,"Farm","G","2","1","0",12,42,21.4,2.38,19,0.75,2.84,1.5,0.806,31
"巽　大介",2016,"Farm","G","4","0","0",8,37,5.4,5.41,0,1.12,4.88,3.38,0.625,32
"田中　太一",2016,"Farm","G","29","2","4",53.7,231,16,13.42,2.6,0.67,4.44,4.36,0.745,157
"田原　啓吾",2016,"Farm","G","15","5","1",59.3,244,19.3,6.56,12.7,0.15,2.55,1.82,0.742,178
"土田　瑞起",2016,"Farm","G","13","2","1",16,67,17.9,11.94,6,0.56,3.82,1.69,0.717,46
"戸根　千明",2016,"Farm","G","8","1","1",10,42,28.6,11.9,16.7,0,2.11,0,0.72,25
"中川　皓太",2016,"Farm","G","14","6","1",43.3,180,22.2,7.22,15,0.62,3.03,2.49,0.707,123
"成瀬　功亮",2016,"Farm","G","11","0","0",10.3,41,17.1,4.88,12.2,0,2.53,0,0.742,31
"西村　健太朗",2016,"Farm","G","10","1","0",11.3,42,21.4,7.14,14.3,0,2.22,0.79,0.733,30
"長谷川　潤",2016,"Farm","G","25","7","5",113.7,451,12.4,4.43,8,0.87,4.02,2.77,0.75,356
"ペレス",2016,"Farm","G","2","0","0",1.3,11,9.1,27.27,-18.2,0,10.51,20.25,0.735,117
"マイコラス",2016,"Farm","G","3","0","2",14,55,16.4,7.27,9.1,1.93,5.37,3.86,0.821,39
"宮國　椋丞",2016,"Farm","G","17","2","1",20,80,13.8,2.5,11.2,0,2.51,0.9,0.677,65
"メンドーサ",2016,"Farm","G","28","1","3",29,124,16.1,10.48,5.6,1.55,5.22,3.72,0.761,92
"矢島　陽平",2016,"Farm","G","6","0","0",8,39,7.7,0,7.7,1.12,3.88,7.88,0.6,35
"矢貫　俊之",2016,"Farm","G","25","0","1",28.3,111,23.4,4.5,18.9,0.32,2.27,2.86,0.705,78
"與那原　大剛",2016,"Farm","G","5","1","1",13,49,24.5,4.08,20.4,0.69,2.62,2.08,0.765,34
"飯田　優也",2016,"Farm","H","11","1","0",16.7,67,37.3,10.45,26.9,0,1.27,2.16,0.714,35
"五十嵐　亮太",2016,"Farm","H","5","0","0",5,22,18.2,4.55,13.6,0,2.01,1.8,0.529,17
"石川　柊太",2016,"Farm","H","9","4","0",33,144,21.5,11.11,10.4,1.09,4.43,3,0.744,90
"伊藤　大智郎",2016,"Farm","H","8","0","0",6.7,37,21.6,27.03,-5.4,0,6.01,5.4,0.647,17
"伊藤　祐介",2016,"Farm","H","17","2","1",21.7,84,16.7,9.52,7.1,0,2.82,2.49,0.774,62
"岩嵜　翔",2016,"Farm","H","5","1","0",26,99,9.1,1.01,8.1,0.35,3.28,2.08,0.776,85
"大隣　憲司",2016,"Farm","H","20","7","7",93.3,398,12.6,7.29,5.3,1.16,4.54,4.34,0.73,307
"岡本　健",2016,"Farm","H","16","1","0",17,74,14.9,10.81,4.1,1.06,4.66,4.76,0.792,53
"笠原　大芽",2016,"Farm","H","22","9","4",128.3,514,23,7.2,15.8,0.21,2.53,2.52,0.716,348
"加治屋　蓮",2016,"Farm","H","29","4","3",78,326,18.4,5.52,12.9,0.58,3.27,3.35,0.678,236
"嘉弥真　新也",2016,"Farm","H","39","3","3",43.7,185,17.8,10.27,7.6,0.62,3.56,2.27,0.73,126
"島袋　洋奨",2016,"Farm","H","31","2","7",65.3,295,17.3,11.86,5.4,1.1,4.65,5.51,0.682,201
"スアレス",2016,"Farm","H","8","2","1",9,37,37.8,8.11,29.7,0,0.9,2,0.6,20
"攝津　正",2016,"Farm","H","13","6","1",67,270,16.3,3.33,13,1.07,3.74,2.42,0.715,207
"千賀　滉大",2016,"Farm","H","1","1","0",8,30,16.7,13.33,3.3,0,3.63,0,0.9,20
"髙橋　純平",2016,"Farm","H","7","2","1",28.3,121,16.5,16.53,0,0.32,4.17,2.22,0.75,80
"巽　真悟",2016,"Farm","H","38","4","1",36.3,155,17.4,14.84,2.6,0,3.5,2.72,0.75,104
"寺原　隼人",2016,"Farm","H","22","2","0",32,129,18.6,4.65,14,0.28,2.67,3.66,0.708,96
"中田　賢一",2016,"Farm","H","10","2","1",46,191,19.9,6.28,13.6,0.78,3.4,2.54,0.719,135
"バリオス",2016,"Farm","H","25","1","1",24.3,104,19.2,9.62,9.6,0,2.72,2.59,0.712,73
"バンデンハーク",2016,"Farm","H","3","0","0",11,39,33.3,2.56,30.8,0,0.92,1.64,0.72,25
"東浜　巨",2016,"Farm","H","4","1","0",20,77,19.5,6.49,13,0.45,3.06,0.9,0.836,55
"星野　大地",2016,"Farm","H","43","2","3",50.7,224,17.9,12.05,5.8,0.71,4.11,3.38,0.691,152
"松坂　大輔",2016,"Farm","H","9","1","4",23.7,106,9.4,15.09,-5.7,1.14,5.97,4.94,0.724,76
"松本　裕樹",2016,"Farm","H","9","5","1",35.3,144,14.6,2.08,12.5,0.51,2.98,3.06,0.724,116
"森　唯斗",2016,"Farm","H","2","0","0",2,6,33.3,16.67,16.7,0,2.51,0,1,3
"柳瀬　明宏",2016,"Farm","H","32","0","2",30,139,18,9.35,8.6,0.6,3.51,4.8,0.616,99
"山下　亜文",2016,"Farm","H","2","0","0",1.3,11,0,36.36,-36.4,0,12.01,13.5,0.571,7
"山田　大樹",2016,"Farm","H","21","9","1",96.3,368,20.4,4.89,15.5,0.47,2.81,1.49,0.756,266
"吉本　祥二",2016,"Farm","H","10","0","0",9.7,47,17,10.64,6.4,0,2.91,4.66,0.647,34
"岩尾　利弘",2016,"Farm","L","40","2","2",46,203,20.7,10.84,9.9,0.39,3.18,3.52,0.639,133
"ウルフ",2016,"Farm","L","2","0","1",10.3,44,6.8,0,6.8,0,2.43,6.1,0.659,41
"大石　達也",2016,"Farm","L","15","0","1",15,68,19.1,14.71,4.4,1.8,5.88,6.6,0.738,42
"岡本　篤志",2016,"Farm","L","34","0","1",33.3,135,14.8,6.67,8.1,0.81,3.79,3.51,0.748,103
"岡本　洋介",2016,"Farm","L","24","2","1",43,166,19.9,4.22,15.7,1.26,3.85,1.88,0.782,119
"郭　俊麟",2016,"Farm","L","16","6","3",65,277,19.1,9.39,9.7,0.97,4.02,3.88,0.7,190
"川越　誠司",2016,"Farm","L","7","1","1",6,32,12.5,31.25,-18.8,0,6.18,6,0.647,17
"菊池　雄星",2016,"Farm","L","2","0","0",7,24,66.7,0,66.7,1.29,0.3,1.29,0.714,7
"岸　孝之",2016,"Farm","L","2","1","0",8.7,30,43.3,3.33,40,0,0.36,1.04,0.75,16
"小石　博孝",2016,"Farm","L","3","0","0",4,14,7.1,0,7.1,2.25,6.51,2.25,0.909,11
"國場　翼",2016,"Farm","L","22","3","4",39,179,14.5,15.64,-1.1,0.69,4.98,4.15,0.717,120
"佐藤　勇",2016,"Farm","L","13","4","5",75,342,16.4,15.2,1.2,0.84,4.97,4.08,0.735,223
"佐野　泰雄",2016,"Farm","L","12","3","3",50,207,18.4,9.66,8.7,0.36,3.33,2.88,0.759,145
