"Player_name","Year","Level","T","G","W","L","IP","TBF","Kpct","BBpct","K_BB","HR_9","FIP","ERA","DER","DER_denom"
"戸村　健次",2016,"Top","E","11","1","5",34.7,151,15.2,7.28,7.9,1.04,4.34,4.41,0.694,108
"西宮　悠介",2016,"Top","E","29","3","0",26.3,115,27.8,17.39,10.4,0,2.92,4.44,0.71,62
"則本　昂大",2016,"Top","E","28","11","11",195,820,26.3,6.1,20.2,0.55,2.4,2.91,0.664,536
"長谷部　康平",2016,"Top","E","2","0","0",2.3,12,16.7,25,-8.3,0,6.38,11.57,0.833,6
"濱矢　廣大",2016,"Top","E","13","2","0",9.7,52,28.8,19.23,9.6,0.93,3.99,10.24,0.56,25
"ブリガム",2016,"Top","E","11","0","3",34.3,155,17.4,10.32,7.1,0.79,4.35,5.24,0.654,104
"福山　博之",2016,"Top","E","69","4","5",69.7,294,10.2,6.46,3.7,0.26,3.5,2.71,0.735,238
"古川　侑利",2016,"Top","E","6","0","0",7,30,13.3,16.67,-3.3,1.29,6.24,7.71,0.789,19
"松井　裕樹",2016,"Top","E","58","1","4",62.3,272,27.6,14.71,12.9,0.58,3.36,3.32,0.717,152
"ミコライオ",2016,"Top","E","45","5","1",45.3,181,16,3.31,12.7,0.6,3.2,2.38,0.755,139
"美馬　学",2016,"Top","E","26","9","9",155,678,17.1,4.72,12.4,0.81,3.41,4.3,0.671,508
"宮川　将",2016,"Top","E","9","0","0",9.7,35,25.7,8.57,17.1,0,2.33,0.93,0.773,22
"武藤　好貴",2016,"Top","E","2","0","0",3,16,12.5,6.25,6.2,3,6.95,6,0.667,12
"山内　壮馬",2016,"Top","E","1","0","0",0.3,1,0,0,0,0,2.95,0,1,1
"横山　貴明",2016,"Top","E","19","0","0",18.3,94,9.6,10.64,-1.1,0.49,4.32,6.38,0.608,74
"リズ",2016,"Top","E","5","0","3",11.7,59,22,15.25,6.8,0.77,3.9,6.94,0.543,35
"レイ",2016,"Top","E","4","0","2",17.3,82,14.6,8.54,6.1,1.04,4.45,7.27,0.617,60
"新垣　勇人",2016,"Top","F","4","0","0",9.3,39,17.9,0,17.9,0.96,3.17,3.86,0.633,30
"有原　航平",2016,"Top","F","22","11","9",156,640,16.1,5.94,10.2,0.75,3.47,2.94,0.716,483
"井口　和朋",2016,"Top","F","37","0","1",42,174,15.5,5.75,9.8,1.29,4.31,3.86,0.742,128
"石井　裕也",2016,"Top","F","22","0","0",16.3,63,25.4,6.35,19,0,1.73,1.65,0.744,43
"石川　直也",2016,"Top","F","1","0","0",1,4,0,25,-25,0,5.95,0,1,3
"上原　健太",2016,"Top","F","1","0","0",1,4,25,0,25,0,0.95,0,0.667,3
"榎下　陽大",2016,"Top","F","16","1","0",27.7,119,17.6,14.29,3.4,1.63,5.52,3.58,0.767,73
"大谷　翔平",2016,"Top","F","21","10","4",140,548,31.8,8.21,23.5,0.26,1.98,1.86,0.732,317
"鍵谷　陽平",2016,"Top","F","48","5","3",44.7,187,20.3,11.23,9.1,0.6,3.47,4.23,0.726,124
"加藤　貴之",2016,"Top","F","30","7","3",91.3,392,16.3,7.91,8.4,0.39,3.17,3.45,0.7,290
"金平　将至",2016,"Top","F","1","0","0",0.7,4,0,25,-25,0,11.95,0,1,2
"斎藤　佑樹",2016,"Top","F","11","0","1",23.7,104,13.5,10.58,2.9,0.76,4.52,4.56,0.68,75
"瀬川　隼郎",2016,"Top","F","1","0","0",1,3,0,33.33,-33.3,0,5.95,0,1,2
"高梨　裕稔",2016,"Top","F","37","10","2",109.7,439,19.6,8.2,11.4,0.49,3.19,2.38,0.762,307
"武田　久",2016,"Top","F","5","0","0",4.3,27,0,3.7,-3.7,0,5.03,14.54,0.542,24
"武田　勝",2016,"Top","F","1","0","0",0.3,1,100,0,100,0,-3.05,0,NA,0
"田中　豊樹",2016,"Top","F","4","0","0",3.3,14,14.3,21.43,-7.1,0,4.45,0,0.778,9
"谷元　圭介",2016,"Top","F","58","3","2",50.3,206,21.4,7.77,13.6,0.72,3.25,2.32,0.738,141
"中村　勝",2016,"Top","F","2","0","1",12,52,17.3,11.54,5.8,1.5,5.12,6,0.771,35
"バース",2016,"Top","F","37","8","8",103.7,452,15.7,10.4,5.3,0.61,3.82,3.65,0.702,319
"白村　明弘",2016,"Top","F","22","3","1",24,101,18.8,13.86,5,1.12,4.87,2.63,0.734,64
"藤岡　好明",2016,"Top","F","1","0","0",0.7,4,25,0,25,0,-0.05,27,0.69,29
"マーティン",2016,"Top","F","52","2","0",50.7,182,31.3,3.85,27.5,0.36,1.63,1.07,0.802,116
"増井　浩俊",2016,"Top","F","30","10","3",81,333,21.3,7.81,13.5,0.56,3,2.44,0.708,226
"宮西　尚生",2016,"Top","F","58","3","1",47.3,190,18.9,11.58,7.4,0,3.08,1.52,0.778,126
"メンドーサ",2016,"Top","F","23","7","8",132.3,573,13.4,7.85,5.6,0.88,4.13,3.88,0.715,445
"吉川　光夫",2016,"Top","F","27","7","6",109.7,494,13.2,10.53,2.6,0.74,4.39,4.19,0.68,363
"乾　真大",2016,"Top","G","2","0","0",2.3,12,25,16.67,8.3,0,2.95,0,0.857,7
"今村　信貴",2016,"Top","G","16","3","4",77.3,346,17.3,10.4,6.9,1.28,4.73,5.59,0.679,237
"内海　哲也",2016,"Top","G","18","9","6",107.3,442,18.3,4.98,13.3,0.84,3.41,3.94,0.71,324
"江柄子　裕樹",2016,"Top","G","2","0","1",8.7,47,8.5,14.89,-6.4,0,4.45,7.27,0.611,36
"大竹　寛",2016,"Top","G","17","6","6",91.3,393,18.1,7.63,10.4,0.59,3.24,3.55,0.701,284
"公文　克彦",2016,"Top","G","12","0","0",11.7,50,24,6,18,0.77,3.3,3.86,0.719,32
"小山　雄輝",2016,"Top","G","9","0","1",13,58,20.7,8.62,12.1,0.69,3.03,4.85,0.641,39
"桜井　俊貴",2016,"Top","G","1","0","1",4.3,23,21.7,4.35,17.4,0,2.03,8.31,0.438,16
"澤村　拓一",2016,"Top","G","63","6","4",64.3,271,20.3,8.12,12.2,0.7,3.33,2.66,0.707,188
"菅野　智之",2016,"Top","G","26","9","6",183.3,726,26,3.58,22.5,0.59,2.23,2.01,0.709,495
"平良　拳太郎",2016,"Top","G","1","0","1",3.7,18,22.2,16.67,5.6,2.45,6.77,9.82,0.7,10
"高木　勇人",2016,"Top","G","25","5","9",117,504,18.1,7.14,10.9,1.15,4.17,4.31,0.701,355
"田口　麗斗",2016,"Top","G","26","10","10",162,668,18.9,7.34,11.5,0.83,3.62,2.72,0.714,472
"田原　誠次",2016,"Top","G","64","4","3",54.7,233,12.4,9.44,3,0.49,3.92,3.46,0.697,175
"土田　瑞起",2016,"Top","G","7","0","0",8.3,38,15.8,7.89,7.9,0,2.59,6.48,0.586,29
"戸根　千明",2016,"Top","G","42","1","0",36,161,15.5,10.56,5,1.25,5.04,4.5,0.712,111
"中川　皓太",2016,"Top","G","2","0","0",2,11,18.2,9.09,9.1,9,15.45,13.5,0.667,6
"西村　健太朗",2016,"Top","G","27","0","0",28,134,18.7,11.94,6.7,0.64,4.35,3.21,0.674,86
"長谷川　潤",2016,"Top","G","3","0","1",6.3,32,9.4,6.25,3.1,0,2.95,8.53,0.593,27
"ポレダ",2016,"Top","G","5","1","3",27,121,15.7,15.7,0,0,3.88,4,0.691,81
"マイコラス",2016,"Top","G","14","4","2",91.7,381,22,6.04,16,0.98,3.42,2.45,0.715,260
"マシソン",2016,"Top","G","70","8","4",80,325,30.2,6.77,23.4,0.79,2.5,2.36,0.706,197
"宮國　椋丞",2016,"Top","G","34","4","1",39.7,162,8.6,5.56,3.1,1.36,4.9,2.95,0.759,133
"メンドーサ",2016,"Top","G","3","0","0",4,20,20,10,10,2.25,5.7,11.25,0.715,445
"矢貫　俊之",2016,"Top","G","8","0","0",10.3,42,26.2,11.9,14.3,0,2.28,2.61,0.615,26
"山口　鉄也",2016,"Top","G","63","1","6",48,204,13.7,5.88,7.8,1.12,4.29,4.88,0.731,156
"飯田　優也",2016,"Top","H","30","1","0",41,174,20.1,8.05,12.1,0.66,3.3,3.29,0.727,121
"五十嵐　亮太",2016,"Top","H","33","0","1",27.3,123,22,11.38,10.6,0.99,4.27,3.62,0.73,74
"岩嵜　翔",2016,"Top","H","35","4","2",87.7,347,17.6,4.9,12.7,0.62,3.03,1.95,0.73,263
"大隣　憲司",2016,"Top","H","1","1","0",6,25,16,8,8,0,3.62,1.5,0.765,17
"岡本　健",2016,"Top","H","13","0","0",14,60,16.7,13.33,3.3,0,3.24,2.57,0.762,42
"加治屋　蓮",2016,"Top","H","2","0","0",2,9,11.1,11.11,0,0,3.45,4.5,0.571,7
"嘉弥真　新也",2016,"Top","H","5","0","0",7.3,36,22.2,11.11,11.1,4.91,9.91,8.59,0.737,19
"サファテ",2016,"Top","H","64","0","7",62.3,237,30.8,4.64,26.2,0.58,1.93,1.88,0.757,148
"スアレス",2016,"Top","H","58","2","6",53.7,223,28.7,8.07,20.6,0.84,2.67,3.19,0.667,132
"攝津　正",2016,"Top","H","7","2","2",37,164,12.8,7.93,4.9,0.73,4.17,5.59,0.685,124
"千賀　滉大",2016,"Top","H","25","12","3",169,681,26.6,7.78,18.8,0.85,3.09,2.61,0.744,425
"武田　翔太",2016,"Top","H","27","14","8",183,769,18.7,9.1,9.6,0.59,3.46,2.95,0.719,538
"寺原　隼人",2016,"Top","H","14","2","1",13.3,62,16.1,8.06,8.1,1.35,4.53,4.05,0.644,45
"中田　賢一",2016,"Top","H","17","7","3",89.7,377,17.8,13,4.8,0.9,4.57,3.01,0.777,247
"バリオス",2016,"Top","H","11","0","2",12.7,60,26.7,8.33,18.3,0.71,2.16,7.82,0.472,36
"バンデンハーク",2016,"Top","H","13","7","3",82,325,28.3,4.62,23.7,1.54,3.52,3.84,0.754,203
"東浜　巨",2016,"Top","H","23","9","6",135,545,18.3,6.79,11.6,0.87,3.59,3,0.746,393
"松坂　大輔",2016,"Top","H","1","0","0",1,10,20,20,0,0,10.95,18,0.25,4
"松本　裕樹",2016,"Top","H","1","0","0",1,4,25,0,25,9,13.95,9,1,2
"森　唯斗",2016,"Top","H","56","4","3",60.3,261,19.5,5.75,13.8,0.9,3.35,2.98,0.667,186
"森福　允彦",2016,"Top","H","50","2","1",27,105,21.9,1.9,20,0.33,2.29,2,0.711,76
"柳瀬　明宏",2016,"Top","H","2","0","0",2,10,10,0,10,0,1.95,4.5,0.556,9
"山田　大樹",2016,"Top","H","4","1","1",13.7,63,14.3,12.7,1.6,0.66,4.56,5.93,0.636,44
"和田　毅",2016,"Top","H","24","15","5",163,662,23.7,5.74,18,1.21,3.57,3.04,0.736,440
"岩尾　利弘",2016,"Top","L","2","0","0",3,13,7.7,15.38,-7.7,0,4.29,9,0.5,10
"ウルフ",2016,"Top","L","4","4","0",23.7,96,8.3,4.17,4.2,1.14,4.56,3.04,0.712,80
"大石　達也",2016,"Top","L","36","1","0",31.7,126,28.6,12.7,15.9,0.57,3.02,1.71,0.778,72
"岡本　篤志",2016,"Top","L","4","0","0",2.7,13,15.4,15.38,0,0,3.7,6.75,0.556,9
"岡本　洋介",2016,"Top","L","4","0","0",4.7,27,3.7,14.81,-11.1,0,5.1,19.29,0.545,22
"郭　俊麟",2016,"Top","L","12","0","3",22.3,107,18.7,9.35,9.3,0.81,4.21,8.46,0.634,71
"菊池　雄星",2016,"Top","L","22","12","7",143,595,21.3,11.26,10.1,0.44,3.26,2.58,0.719,392
"岸　孝之",2016,"Top","L","19","9","7",130.3,541,19.2,6.65,12.6,0.55,3.01,2.49,0.707,392
"小石　博孝",2016,"Top","L","50","0","2",74.7,324,17,12.04,4.9,0.24,3.84,3.74,0.718,213
"國場　翼",2016,"Top","L","2","0","0",3,12,33.3,25,8.3,0,3.29,0,0.6,5
"佐藤　勇",2016,"Top","L","7","1","3",25,111,15.3,11.71,3.6,1.08,5.31,5.76,0.712,73
"佐野　泰雄",2016,"Top","L","15","1","1",27.3,116,9.5,12.93,-3.4,0.66,4.86,3.29,0.77,87
"Ｃ．Ｃ．リー",2016,"Top","L","18","0","0",16.7,80,16.2,6.25,10,0.54,3.07,6.48,0.607,61
"髙橋　光成",2016,"Top","L","22","4","11",118,529,16.8,9.64,7.2,0.76,3.97,4.42,0.668,374
"髙橋　朋己",2016,"Top","L","7","1","0",5.3,23,8.7,13.04,-4.3,0,3.89,1.69,0.722,18
"武隈　祥太",2016,"Top","L","64","5","3",61,261,20.3,7.66,12.6,0.74,3.31,3.54,0.709,182
"多和田　真三郎",2016,"Top","L","18","7","5",98.7,433,21,9.24,11.8,0.55,3.36,4.38,0.67,288
"十亀　剣",2016,"Top","L","21","4","6",71.3,335,12.2,9.25,3,0.38,4.03,6.31,0.673,251
"豊田　拓矢",2016,"Top","L","6","0","0",6,29,24.1,10.34,13.8,0,2.12,1.5,0.632,19
"中﨑　雄太",2016,"Top","L","8","0","0",6,23,13,8.7,4.3,1.5,5.62,6,0.812,16
"野上　亮磨",2016,"Top","L","22","3","9",107,474,13.1,9.07,4,0.84,4.36,3.87,0.712,354
"野田　昇吾",2016,"Top","L","22","0","0",18.3,80,18.8,6.25,12.5,0.49,3.01,3.93,0.655,58
"バスケス",2016,"Top","L","19","0","0",16.3,75,17.3,14.67,2.7,1.1,5.16,5.51,0.792,48
"バンヘッケン",2016,"Top","L","10","0","4",45.7,218,16.1,11.93,4.1,0.59,4.11,6.31,0.632,152
"藤原　良平",2016,"Top","L","10","2","0",13,52,17.3,5.77,11.5,0,2.49,2.08,0.718,39
"ポーリーノ",2016,"Top","L","9","0","6",44,203,15.8,12.32,3.4,0.61,4.23,4.7,0.709,141
"本田　圭佑",2016,"Top","L","2","0","1",4.7,23,13,4.35,8.7,0,2.95,7.71,0.556,18
"牧田　和久",2016,"Top","L","50","7","1",78.7,312,13.8,5.13,8.7,0.34,3.27,1.6,0.786,238
"誠",2016,"Top","L","2","0","2",7.7,37,10.8,18.92,-8.1,0,4.65,11.74,0.577,26
"増田　達至",2016,"Top","L","53","3","5",54.3,232,22.8,6.47,16.4,0.17,1.91,1.66,0.679,156
"松本　直晃",2016,"Top","L","2","0","0",2.7,12,8.3,16.67,-8.3,0,4.45,0,0.667,9
"南川　忠亮",2016,"Top","L","4","0","0",4,19,5.3,21.05,-15.8,0,5.45,2.25,0.786,14
"阿部　和成",2016,"Top","M","13","0","0",17.3,85,7.1,12.94,-5.9,1.04,5.67,4.67,0.697,66
"イ・デウン",2016,"Top","M","3","0","0",5,25,8,16,-8,1.8,7.75,7.2,0.706,17
"石川　歩",2016,"Top","M","23","14","5",162.3,643,16.2,3.42,12.8,0.89,3.47,2.16,0.745,495
"内　竜也",2016,"Top","M","34","3","1",32.3,125,27.2,9.6,17.6,0.84,3.08,1.39,0.813,75
"大谷　智久",2016,"Top","M","32","1","3",31.3,135,11.1,7.41,3.7,0.57,3.88,3.45,0.72,107
"大嶺　祐太",2016,"Top","M","14","1","3",34.7,175,8,14.86,-6.9,0.26,4.86,6.49,0.649,131
"香月　良仁",2016,"Top","M","11","0","0",10.7,51,7.8,7.84,0,1.69,5.77,8.44,0.659,41
"金森　敬之",2016,"Top","M","1","0","0",1,9,11.1,11.11,0,0,3.95,36,0.286,7
"唐川　侑己",2016,"Top","M","15","6","6",88.7,373,17.2,9.92,7.2,0.2,3.12,2.84,0.692,266
"木村　優太",2016,"Top","M","6","0","1",10.7,50,16,6,10,1.69,4.45,4.22,0.583,36
"黒沢　翔太",2016,"Top","M","4","0","0",6,28,10.7,3.57,7.1,1.5,4.62,4.5,0.652,23
"スタンリッジ",2016,"Top","M","27","8","8",162,686,14.4,6.56,7.9,0.72,3.66,3.56,0.7,516
"関谷　亮太",2016,"Top","M","16","5","6",88,391,14.8,8.7,6.1,0.82,4.15,5.52,0.678,286
"高野　圭佑",2016,"Top","M","14","1","0",15.3,75,9.3,20,-10.7,0.59,5.82,5.87,0.731,52
"田中　靖洋",2016,"Top","M","17","0","1",16.3,68,16.2,7.35,8.8,1.1,4.48,2.76,0.708,48
"チェン・グァンユウ",2016,"Top","M","7","1","1",24.7,104,22.1,9.62,12.5,1.09,3.89,4.01,0.676,68
"東條　大樹",2016,"Top","M","11","0","0",11.7,62,9.7,22.58,-12.9,0.77,7.15,10.03,0.667,39
"西野　勇士",2016,"Top","M","42","3","6",43,180,20,6.11,13.9,0.84,3.19,3.35,0.722,126
"藤岡　貴裕",2016,"Top","M","32","1","1",42.3,179,17.9,9.5,8.4,1.28,4.56,2.55,0.764,123
"二木　康太",2016,"Top","M","22","7","9",116.3,518,15.6,6.56,9.1,0.93,3.81,5.34,0.662,388
"古谷　拓哉",2016,"Top","M","5","0","4",18.3,92,6.5,11.96,-5.4,0.49,4.81,8.84,0.676,74
"益田　直也",2016,"Top","M","61","3","2",59,238,15.1,6.72,8.4,0.31,2.89,1.83,0.72,182
"松永　昂大",2016,"Top","M","53","3","0",39,173,15.6,10.4,5.2,0,3.18,3.46,0.715,123
"南　昌輝",2016,"Top","M","57","5","4",62.3,253,22.9,7.51,15.4,0.58,2.84,2.74,0.741,170
"宮﨑　敦次",2016,"Top","M","2","0","0",2,6,33.3,0,33.3,0,0.95,0,1,4
"涌井　秀章",2016,"Top","M","26","10","7",188.7,793,14.9,6.05,8.8,0.72,3.56,3.01,0.704,608
"秋吉　亮",2016,"Top","S","70","3","4",70,279,24.4,5.38,19,0.77,2.9,2.19,0.757,181
"新垣　渚",2016,"Top","S","6","1","2",29.7,136,16.9,11.03,5.9,1.21,4.88,6.67,0.685,92
"石川　雅規",2016,"Top","S","20","8","8",116.7,500,10.4,6.6,3.8,1.16,4.61,4.47,0.72,397
"石山　泰稚",2016,"Top","S","13","1","0",16,71,14.1,1.41,12.7,1.12,3.52,7.31,0.638,58
"岩橋　慶侍",2016,"Top","S","14","0","1",13.7,64,15.6,14.06,1.6,1.32,5.15,7.24,0.714,42
"オンドルセク",2016,"Top","S","30","3","1",29.3,121,24,9.09,14.9,0,2,2.45,0.712,80
"小川　泰弘",2016,"Top","S","25","8","9",158,668,17.1,7.78,9.3,1.25,4.42,4.5,0.732,474
"風張　蓮",2016,"Top","S","6","0","0",10,53,18.9,9.43,9.4,1.8,5.05,8.1,0.556,36
"木谷　良平",2016,"Top","S","1","0","0",0.7,5,20,20,0,0,4.45,27,0.333,3
"久古　健太郎",2016,"Top","S","39","0","0",26.3,115,23.5,4.35,19.1,0.68,3.14,4.44,0.68,75
"近藤　一樹",2016,"Top","S","8","0","0",11.3,54,18.5,11.11,7.4,0,3.04,3.18,0.606,104
"杉浦　稔大",2016,"Top","S","17","3","2",51.7,252,17.9,9.92,7.9,1.05,4.12,7.14,0.601,173
"竹下　真吾",2016,"Top","S","1","0","0",2.7,15,6.7,40,-33.3,6.75,18.7,13.5,1,6
"館山　昌平",2016,"Top","S","10","1","4",46,230,14.3,11.3,3,0.98,4.95,7.24,0.627,161
"デイビーズ",2016,"Top","S","15","4","5",82,361,17.7,8.59,9.1,1.54,4.86,4.39,0.717,247
"寺田　哲也",2016,"Top","S","2","0","1",2,15,0,33.33,-33.3,0,11.95,27,0.556,9
"徳山　武陽",2016,"Top","S","3","0","0",4.3,21,14.3,14.29,0,2.08,6.65,12.46,0.643,14
"土肥　寛昌",2016,"Top","S","4","0","0",5.3,28,17.9,14.29,3.6,0,3.89,8.44,0.556,18
"中澤　雅人",2016,"Top","S","19","1","0",20.3,87,12.6,6.9,5.7,1.33,4.97,3.54,0.778,63
"中島　彰吾",2016,"Top","S","3","0","0",3,14,14.3,14.29,0,0,3.62,6,0.6,10
"成瀬　善久",2016,"Top","S","22","3","2",72.3,319,13.2,8.46,4.7,1.62,5.41,5.6,0.701,231
"原　樹理",2016,"Top","S","13","2","8",67,298,11.1,8.39,2.7,0.54,4.09,5.91,0.671,231
"平井　諒",2016,"Top","S","33","1","1",32,132,18.2,7.58,10.6,0.56,3.2,2.81,0.74,96
"古野　正人",2016,"Top","S","6","0","2",13.3,64,12.5,9.38,3.1,2.02,6.03,9.45,0.638,47
"ペレス",2016,"Top","S","19","2","2",21.3,107,17.8,14.02,3.7,0.84,4.64,8.02,0.636,66
"松岡　健一",2016,"Top","S","53","2","1",55.3,246,15.9,12.6,3.3,0.65,4.22,3.74,0.701,167
"村中　恭兵",2016,"Top","S","52","7","3",67,292,17.5,13.01,4.5,1.21,5.1,3.9,0.714,189
"八木　亮祐",2016,"Top","S","1","0","1",3,19,31.6,15.79,15.8,0,1.95,12,0.5,24
"山中　浩史",2016,"Top","S","22","6","12",140,578,9.3,3.46,5.9,1.09,4.34,3.54,0.742,476
"由規",2016,"Top","S","5","2","3",25.7,120,15,16.67,-1.7,0.35,4.51,4.56,0.688,80
"ルーキ",2016,"Top","S","69","6","6",64.7,277,21.7,7.22,14.4,0.84,3.42,3.06,0.676,185
"青柳　晃洋",2016,"Top","T","13","4","5",68.3,289,18,13.84,4.2,0.13,3.73,3.29,0.787,188
"秋山　拓巳",2016,"Top","T","8","1","1",20,85,23.5,2.35,21.2,0.45,1.9,4.05,0.645,62
"安藤　優也",2016,"Top","T","50","0","1",42.7,164,14.6,7.32,7.3,0.84,3.89,2.53,0.798,124
"石崎　剛",2016,"Top","T","10","0","0",10.7,42,14.3,16.67,-2.4,0,3.8,1.69,0.793,29
"伊藤　和雄",2016,"Top","T","5","0","0",7.3,33,27.3,9.09,18.2,0,1.73,2.45,0.571,21
"岩崎　優",2016,"Top","T","16","3","5",74.3,319,18.5,8.46,10,1.21,4.29,3.63,0.715,221
"岩貞　祐太",2016,"Top","T","25","10","9",158.3,644,24.2,8.54,15.7,0.57,2.87,2.9,0.739,418
"岩田　稔",2016,"Top","T","6","0","3",20.3,107,13.1,9.35,3.7,1.77,5.76,8.85,0.579,76
"榎田　大樹",2016,"Top","T","35","1","1",39.7,174,18.4,9.2,9.2,1.36,4.74,4.31,0.718,117
"金田　和之",2016,"Top","T","6","1","0",6,29,3.4,13.79,-10.3,0,4.62,6,0.75,24
"サターホワイト",2016,"Top","T","20","1","1",21,88,20.5,9.09,11.4,0,2.38,2.57,0.694,62
"歳内　宏明",2016,"Top","T","9","0","0",9,41,7.3,12.2,-4.9,1,5.4,3,0.781,32
"島本　浩也",2016,"Top","T","23","1","0",24.7,105,22.9,9.52,13.3,0.73,3.16,3.65,0.691,68
"髙橋　聡文",2016,"Top","T","54","3","1",38.3,166,22.9,6.63,16.3,0.94,3.27,3.76,0.696,112
"高宮　和也",2016,"Top","T","16","0","1",12.7,64,15.6,10.94,4.7,0.71,4.06,6.39,0.609,46
"田面　巧二郎",2016,"Top","T","4","0","1",4.3,20,10,15,-5,0,4.11,6.23,0.667,15
"筒井　和也",2016,"Top","T","1","0","0",1,5,0,40,-40,0,8.95,9,0.667,3
"鶴　直人",2016,"Top","T","2","0","0",2.3,13,0,7.69,-7.7,3.86,9.81,7.71,0.636,11
"ドリス",2016,"Top","T","34","3","3",34,138,26.1,11.59,14.5,0,2.34,2.12,0.771,83
"能見　篤史",2016,"Top","T","26","8","12",147.3,634,19.9,8.2,11.7,1.04,3.88,3.67,0.715,431
"福原　忍",2016,"Top","T","9","0","0",5.3,23,26.1,4.35,21.7,1.69,3.7,5.06,0.533,15
"藤川　球児",2016,"Top","T","43","5","6",62.7,275,25.5,10.91,14.5,1.01,3.66,4.6,0.687,163
"藤浪　晋太郎",2016,"Top","T","26","7","11",169,734,24,9.54,14.4,0.59,3.1,3.25,0.699,469
"マテオ",2016,"Top","T","52","1","3",55,226,24.8,10.62,14.2,0.33,2.75,1.8,0.73,141
"松田　遼馬",2016,"Top","T","22","1","0",27,102,25.5,8.82,16.7,0.67,2.77,1,0.81,63
"メッセンジャー",2016,"Top","T","28","12","11",185.3,791,22.4,7.59,14.8,0.53,2.77,3.01,0.691,540
"望月　惇志",2016,"Top","T","1","0","0",1,4,25,0,25,0,0.95,0,0.667,3
"守屋　功輝",2016,"Top","T","4","0","1",8.3,44,15.9,9.09,6.8,2.16,5.83,8.64,0.548,31
"山本　翔也",2016,"Top","T","6","0","0",3.3,14,7.1,7.14,0,0,3.25,5.4,0.75,12
"横山　雄哉",2016,"Top","T","3","2","0",15.3,63,25.4,12.7,12.7,1.17,3.93,2.93,0.75,36
"青山　大紀",2016,"Farm","Bs","18","3","8",91,410,12.4,6.1,6.3,0.59,3.9,5.34,0.673,318
"赤間　謙",2016,"Farm","Bs","14","0","0",20,82,18.3,7.32,11,0.45,3.06,3.15,0.717,60
"大田　阿斗里",2016,"Farm","Bs","35","1","4",45,204,16.7,9.31,7.4,0.4,3.54,5.8,0.63,146
"大山　暁史",2016,"Farm","Bs","32","1","1",19.7,80,18.8,2.5,16.2,0.46,2.91,3.66,0.729,59
"海田　智行",2016,"Farm","Bs","8","0","4",17.7,74,12.2,5.41,6.8,1.53,4.88,6.11,0.724,58
"角屋　龍太",2016,"Farm","Bs","15","0","2",17.3,91,5.5,13.19,-7.7,1.04,6.36,7.79,0.614,70
"金子　千尋",2016,"Farm","Bs","1","0","0",5,17,11.8,5.88,5.9,0,2.81,0,0.857,14
"岸田　護",2016,"Farm","Bs","14","0","0",14.3,56,37.5,3.57,33.9,0.63,1.61,3.77,0.742,31
"コーディエ",2016,"Farm","Bs","20","2","0",20,97,22.7,17.53,5.2,0.45,4.31,5.85,0.691,55
"小松　聖",2016,"Farm","Bs","26","1","2",26.3,111,18.9,4.5,14.4,0.34,2.36,3.42,0.627,83
"近藤　一樹",2016,"Farm","Bs","7","0","1",16.3,79,20.3,5.06,15.2,0.55,2.58,6.61,0.592,76
"近藤　大亮",2016,"Farm","Bs","2","0","0",1.3,6,16.7,0,16.7,0,1.51,6.75,0.6,5
"齋藤　綱記",2016,"Farm","Bs","20","3","7",73.7,344,11,13.37,-2.3,0.24,4.29,5.25,0.688,256
"坂寄　晴一",2016,"Farm","Bs","37","1","0",32,133,15,9.77,5.3,0.28,3.38,4.5,0.707,99
"佐藤　峻一",2016,"Farm","Bs","18","1","6",55.3,253,13.4,5.53,7.9,1.14,4.35,7.32,0.646,195
"佐藤　世那",2016,"Farm","Bs","12","4","4",52,242,16.1,11.16,5,0.69,4.12,5.37,0.643,171
"佐藤　達也",2016,"Farm","Bs","5","1","1",5.3,19,36.8,0,36.8,1.69,2.82,3.38,0.818,11
"佐野　皓大",2016,"Farm","Bs","20","2","1",35.7,158,15.8,19.62,-3.8,1.26,6.21,3.03,0.747,95
"白仁田　寛和",2016,"Farm","Bs","14","1","1",17.3,73,20.5,4.11,16.4,1.04,3.47,3.63,0.712,52
"鈴木　優",2016,"Farm","Bs","19","4","5",59.3,271,12.2,12.18,0,0.46,4.27,6.52,0.678,199
"髙木　伴",2016,"Farm","Bs","38","2","1",43,173,16.8,9.83,6.9,0,2.71,1.05,0.764,123
"塚田　貴之",2016,"Farm","Bs","61","2","4",61,269,18.6,11.52,7.1,0.44,3.83,3.1,0.754,179
"塚原　頌平",2016,"Farm","Bs","4","0","1",5,26,26.9,11.54,15.4,1.8,4.61,7.2,0.533,15
"東明　大貴",2016,"Farm","Bs","3","0","1",17,71,19.7,5.63,14.1,0,2.24,1.06,0.731,52
"戸田　亮",2016,"Farm","Bs","1","1","0",1,3,66.7,0,66.7,0,-0.99,0,1,1
"比嘉　幹貴",2016,"Farm","Bs","21","0","2",20.7,80,17.5,2.5,15,0,1.94,3.05,0.672,64
"松葉　貴大",2016,"Farm","Bs","5","1","1",16,69,14.5,1.45,13,1.69,4.38,5.63,0.636,55
"ミッシュ",2016,"Farm","Bs","16","3","4",86.7,353,15,8.22,6.8,0.31,3.38,2.39,0.746,264
"森本　将太",2016,"Farm","Bs","23","1","0",17,93,17.2,16.13,1.1,0,3.95,7.94,0.557,61
