"Player_name","Year","Level","T","G","W","L","IP","TBF","Kpct","BBpct","K_BB","HR_9","FIP","ERA","DER"
"中郷　大樹",2012,"Top","M","44","3","1",68,276,13,6.52,6.5,0.53,3.292,2.51,0.77
"成瀬　善久",2012,"Top","M","28","12","11",200.7,806,15.1,4.22,10.9,0.94,3.284,2.83,0.753
"橋本　健太郎",2012,"Top","M","13","0","0",15,70,17.1,11.43,5.7,0.6,3.883,4.2,0.755
"藤岡　貴裕",2012,"Top","M","21","6","7",115.3,508,16.3,10.04,6.3,0.7,3.596,3.36,0.714
"古谷　拓哉",2012,"Top","M","10","0","0",9.3,48,4.2,12.5,-8.3,1.93,6.902,5.79,0.658
"ペン",2012,"Top","M","4","1","2",20.3,87,17.2,8.05,9.2,0,2.173,3.98,0.677
"マシス",2012,"Top","M","6","1","4",26.3,124,11.3,6.45,4.8,0.68,3.451,6.49,0.61
"益田　直也",2012,"Top","M","72","2","2",75.3,308,18.5,6.17,12.3,0.24,2.165,1.67,0.74
"松本　幸大",2012,"Top","M","3","0","0",2.3,13,7.7,7.69,0,0,3.044,7.71,0.545
"南　昌輝",2012,"Top","M","26","1","0",25,110,20,13.64,6.4,0,2.776,0.36,0.74
"薮田　安彦",2012,"Top","M","61","1","6",56.7,250,17.2,8.8,8.4,0.64,3.022,3.34,0.691
"吉見　祐治",2012,"Top","M","8","1","2",31.3,135,11.9,9.63,2.2,0.86,4.084,5.17,0.738
"レデズマ",2012,"Top","M","1","0","0",1,7,14.3,14.29,0,0,3.616,18,0.6
"渡辺　俊介",2012,"Top","M","13","4","4",69.7,302,7.3,4.3,3,0.9,3.936,4.39,0.719
"赤川　克紀",2012,"Top","S","28","8","9",156.7,668,13.6,7.78,5.8,0.75,3.663,3.79,0.72
"阿部　健太",2012,"Top","S","15","0","0",15,62,14.5,9.68,4.8,0.6,3.283,3.6,0.756
"石川　雅規",2012,"Top","S","27","8","11",172.7,721,13.9,5.69,8.2,0.73,3.276,3.6,0.715
"林　昌勇",2012,"Top","S","9","0","0",7,28,25,7.14,17.9,0,1.473,0,0.684
"ウーゴ",2012,"Top","S","1","0","0",0.7,6,0,66.67,-66.7,0,20.616,13.5,1
"押本　健彦",2012,"Top","S","65","4","1",59.7,261,18.8,8.05,10.7,1.36,3.99,3.62,0.694
"小野寺　力",2012,"Top","S","4","0","0",4.7,20,20,0,20,1.93,3.687,7.71,0.667
"久古　健太郎",2012,"Top","S","9","0","0",8,37,16.2,8.11,8.1,2.25,5.491,5.63,0.731
"七條　祐樹",2012,"Top","S","6","2","3",30,131,9.2,9.16,0,0.9,4.516,4.2,0.74
"正田　樹",2012,"Top","S","24","0","0",25.3,108,13,4.63,8.3,0,2.34,2.84,0.652
"館山　昌平",2012,"Top","S","25","12","8",168.3,676,17.6,6.66,10.9,0.37,2.598,2.25,0.733
"中澤　雅人",2012,"Top","S","3","2","0",15,66,12.1,7.58,4.5,0,2.949,2.4,0.717
"バーネット",2012,"Top","S","57","1","2",54.3,213,24.4,5.16,19.2,0.66,2.377,1.82,0.726
"日高　亮",2012,"Top","S","66","3","2",51.3,213,18.8,9.86,8.9,0.35,2.85,2.98,0.74
"平井　諒",2012,"Top","S","22","2","2",19,82,12.2,6.1,6.1,1.42,4.563,5.68,0.719
"フェルナンデス",2012,"Top","S","9","1","0",12.7,61,6.6,14.75,-8.2,1.42,6.405,7.11,0.717
"増渕　竜義",2012,"Top","S","49","2","7",73.7,331,19,10.27,8.8,0.73,3.39,5.38,0.674
"松井　光介",2012,"Top","S","20","1","0",18,77,15.6,7.79,7.8,0.5,3.171,4.5,0.724
"松岡　健一",2012,"Top","S","7","0","0",6.3,29,17.2,6.9,10.3,0,2.458,0,0.636
"村中　恭兵",2012,"Top","S","25","10","7",144,633,14.1,9.48,4.6,0.38,3.255,3.88,0.688
"八木　亮祐",2012,"Top","S","3","1","0",15,65,20,16.92,3.1,0.6,4.149,1.8,0.775
"山本　哲哉",2012,"Top","S","50","2","2",44.7,183,20.8,8.2,12.6,0.2,2.414,1.21,0.69
"ロマン",2012,"Top","S","26","9","11",165.7,703,13.7,9.82,3.8,0.43,3.389,3.04,0.727
"渡辺　恒樹",2012,"Top","S","3","0","0",2,13,15.4,15.38,0,4.5,10.116,13.5,0.5
"秋山　拓巳",2012,"Top","T","2","1","1",8,39,15.4,5.13,10.3,3.38,6.366,9,0.556
"安藤　優也",2012,"Top","T","13","3","7",73.3,310,13.5,4.84,8.7,0.74,3.189,4.05,0.709
"伊藤　和雄",2012,"Top","T","1","0","1",4,22,9.1,13.64,-4.5,0,3.866,6.75,0.588
"岩田　稔",2012,"Top","T","25","8","14",153.3,648,16.5,6.33,10.2,0.59,2.851,3.52,0.698
"岩本　輝",2012,"Top","T","3","2","1",18.7,76,14.5,14.47,0,0,3.366,0,0.796
"榎田　大樹",2012,"Top","T","48","3","3",42.3,188,19.7,10.64,9,0.43,3.254,2.34,0.73
"加藤　康介",2012,"Top","T","41","0","0",32.7,120,28.3,9.17,19.2,0.28,2.034,0.83,0.811
"久保　康友",2012,"Top","T","18","4","7",108,442,14.7,5.66,9,0.58,3.088,2.33,0.733
"久保田　智之",2012,"Top","T","4","0","0",3,13,15.4,7.69,7.7,0,2.283,6,0.7
"小嶋　達也",2012,"Top","T","4","0","0",5.3,28,28.6,14.29,14.3,0,3.553,3.38,0.625
"ザラテ",2012,"Top","T","2","0","0",2,12,16.7,8.33,8.3,0,2.116,9,0.556
"歳内　宏明",2012,"Top","T","1","0","0",5,21,14.3,9.52,4.8,0,2.616,1.8,0.75
"鄭　凱文",2012,"Top","T","10","0","0",11,48,12.5,8.33,4.2,0.82,3.798,2.45,0.757
"白仁田　寛和",2012,"Top","T","2","0","0",2.7,10,0,0,0,0,2.616,3.38,0.7
"スタンリッジ",2012,"Top","T","25","7","12",150.3,619,16.5,7.27,9.2,0.48,3.028,2.69,0.727
"筒井　和也",2012,"Top","T","58","2","1",50,209,22,9.09,12.9,0.54,2.696,3.24,0.696
"鶴　直人",2012,"Top","T","43","1","0",57,223,13.5,7.17,6.3,0.47,3.09,1.89,0.786
"能見　篤史",2012,"Top","T","29","10","10",182,737,23.3,5.02,18.3,0.69,2.352,2.42,0.721
"福原　忍",2012,"Top","T","60","2","4",51,216,19.9,5.56,14.4,0.35,2.322,1.76,0.709
"藤川　球児",2012,"Top","T","48","2","2",47.7,189,30.7,7.94,22.8,0.19,1.336,1.32,0.708
"藤原　正典",2012,"Top","T","5","0","0",3.7,19,15.8,10.53,5.3,0,2.616,7.36,0.571
"二神　一人",2012,"Top","T","4","0","1",12.3,49,14.3,4.08,10.2,1.46,4.075,4.38,0.684
"メッセンジャー",2012,"Top","T","30","10","11",196.7,801,20.7,8.11,12.6,0.32,2.367,2.52,0.717
"渡辺　亮",2012,"Top","T","50","0","0",52.3,239,13.8,12.97,0.8,0.52,3.992,2.06,0.727
"阿南　徹",2012,"Farm","Bs","26","0","2",26.3,113,15,9.73,5.3,0.68,3.813,4.78,0.72
"井川　慶",2012,"Farm","Bs","5","2","1",20,85,9.4,3.53,5.9,0,2.964,2.25,0.77
"伊原　正樹",2012,"Farm","Bs","14","3","1",46.7,197,16.2,8.63,7.6,0.39,3.206,2.7,0.705
"甲斐　拓哉",2012,"Farm","Bs","1","0","0",1,6,33.3,0,33.3,9,11.864,27,0.333
"海田　智行",2012,"Farm","Bs","5","2","0",12.3,47,17,2.13,14.9,0,2.053,0,0.684
"香月　良太",2012,"Farm","Bs","5","1","0",4.7,20,10,5,5,1.93,5.435,1.93,0.8
"金子　千尋",2012,"Farm","Bs","3","0","0",11,53,11.3,3.77,7.5,0,2.318,5.73,0.556
"鴨志田　貴司",2012,"Farm","Bs","37","1","1",41.7,179,22.3,11.17,11.2,0,2.528,1.94,0.714
"木佐貫　洋",2012,"Farm","Bs","2","0","0",11,34,35.3,0,35.3,0,0.682,0,0.864
"桑原　謙太朗",2012,"Farm","Bs","22","5","1",58.7,250,18.8,8.4,10.4,0.15,2.608,2.61,0.689
"小松　聖",2012,"Farm","Bs","14","1","1",23.7,103,20.4,8.74,11.7,0.76,3.328,3.8,0.732
"近藤　一樹",2012,"Farm","Bs","8","2","2",40.3,172,18,7.56,10.5,0.22,2.764,2.68,0.693
"佐藤　達也",2012,"Farm","Bs","30","2","1",38.7,150,25.3,8,17.3,0,1.829,1.86,0.74
"高橋　秀聡",2012,"Farm","Bs","27","1","1",48,200,18.5,7,11.5,0.56,3.322,4.5,0.747
"高宮　和也",2012,"Farm","Bs","41","3","1",43.3,178,20.2,7.87,12.4,0.42,2.771,2.49,0.722
"塚原　頌平",2012,"Farm","Bs","6","3","2",32.3,135,20,5.19,14.8,0.28,2.338,3.34,0.65
"寺原　隼人",2012,"Farm","Bs","4","2","0",18,65,24.6,4.62,20,0,1.586,0,0.761
"長峰　昌司",2012,"Farm","Bs","11","0","0",13,60,16.7,6.67,10,0.69,3.248,4.15,0.622
"中山　慎也",2012,"Farm","Bs","1","0","0",6,28,10.7,7.14,3.6,0,3.864,6,0.739
"西　勇輝",2012,"Farm","Bs","4","0","0",20,78,19.2,5.13,14.1,0.45,2.764,0.9,0.69
"西川　雅人",2012,"Farm","Bs","27","2","0",28.3,118,17.8,8.47,9.3,0,2.44,1.91,0.724
"バイエスタス",2012,"Farm","Bs","6","1","3",27.7,129,7,14.73,-7.8,0.33,4.851,5.86,0.72
"比嘉　幹貴",2012,"Farm","Bs","9","0","1",10,38,28.9,0,28.9,0,0.664,3.6,0.704
"フィガロ",2012,"Farm","Bs","9","1","2",28.7,125,18.4,4,14.4,0.31,2.34,4.08,0.688
"古川　秀一",2012,"Farm","Bs","16","3","4",81.7,329,21,6.99,14,0.22,2.41,1.98,0.732
"白　チャ丞",2012,"Farm","Bs","9","2","4",29.7,137,15.3,5.84,9.5,0.3,2.897,4.25,0.636
"マエストリ",2012,"Farm","Bs","5","0","1",14,59,20.3,11.86,8.5,0,2.649,1.29,0.75
"マクレーン",2012,"Farm","Bs","3","2","1",17,69,14.5,4.35,10.1,0,2.216,2.12,0.679
"前田　祐二",2012,"Farm","Bs","27","1","1",39.7,166,18.7,4.82,13.9,0,2.057,2.5,0.724
"ミンチェ",2012,"Farm","Bs","12","1","1",13,52,15.4,1.92,13.5,0,1.864,3.46,0.721
"山崎　正貴",2012,"Farm","Bs","3","0","0",2.7,13,15.4,15.38,0,0,3.614,0,0.889
"山田　修義",2012,"Farm","Bs","21","5","7",96.3,382,12.3,6.02,6.3,0.28,3.04,2.43,0.764
"吉野　誠",2012,"Farm","Bs","19","1","1",19.3,73,26,2.74,23.3,0.47,1.881,3.26,0.765
"相澤　寿聡",2012,"Farm","C","16","0","0",12,51,9.8,9.8,0,0,3.28,1.5,0.707
"池ノ内　亮介",2012,"Farm","C","24","2","1",22,108,12,18.52,-6.5,0,4.545,4.5,0.72
"伊東　昂大",2012,"Farm","C","4","0","0",3,14,21.4,0,21.4,3,5.197,6,0.6
"今井　啓介",2012,"Farm","C","7","1","1",20,86,16.3,8.14,8.1,0.45,3.464,1.35,0.719
"今村　猛",2012,"Farm","C","1","1","0",1,3,66.7,0,66.7,0,-1.136,0,1
"岩見　優輝",2012,"Farm","C","18","4","2",33.3,141,17,12.06,5,1.08,4.514,1.62,0.781
"上野　弘文",2012,"Farm","C","35","1","2",35,136,8.1,2.94,5.1,0.51,3.321,3.09,0.771
"梅津　智弘",2012,"Farm","C","30","7","4",75.7,303,15.2,4.62,10.6,0.83,3.366,2.02,0.766
"江草　仁貴",2012,"Farm","C","23","0","1",17.7,78,26.9,3.85,23.1,0,0.996,2.55,0.593
"大島　崇行",2012,"Farm","C","27","1","3",48.7,205,18.5,5.37,13.2,0.37,2.761,3.7,0.695
"大竹　寛",2012,"Farm","C","2","0","1",13,50,12,4,8,0,2.633,1.38,0.762
"金丸　将也",2012,"Farm","C","37","1","1",30.7,115,15.7,6.96,8.7,0,2.472,1.17,0.742
"河内　貴哉",2012,"Farm","C","15","1","0",11.7,47,23.4,10.64,12.8,0,2.264,1.54,0.742
"菊地原　毅",2012,"Farm","C","23","1","0",19.7,82,15.9,3.66,12.2,0.46,2.66,0.92,0.754
"岸本　秀樹",2012,"Farm","C","17","0","3",16.3,75,16,12,4,1.1,4.639,3.86,0.725
"小松　剛",2012,"Farm","C","3","0","0",2.3,14,7.1,28.57,-21.4,0,7.149,7.71,0.556
"サファテ",2012,"Farm","C","3","0","0",4,13,23.1,0,23.1,0,1.364,0,0.8
"齊藤　悠葵",2012,"Farm","C","17","4","5",89,376,12.2,5.32,6.9,0.3,3.111,2.93,0.73
"篠田　純平",2012,"Farm","C","14","6","2",83,341,9.7,4.99,4.7,0.11,2.948,2.39,0.72
"武内　久士",2012,"Farm","C","22","1","4",49,197,18.3,7.61,10.7,0.37,2.904,2.2,0.757
"弦本　悠希",2012,"Farm","C","10","0","0",12,60,10,10,0,0.75,4.447,3.75,0.617
"戸田　隆矢",2012,"Farm","C","11","4","2",52.3,237,14.3,9.28,5.1,0.34,3.322,3.27,0.682
"富永　一",2012,"Farm","C","5","0","0",3.7,19,5.3,5.26,0,2.45,6.682,7.36,0.562
"永川　勝浩",2012,"Farm","C","33","4","3",45,194,21.6,5.15,16.5,0.6,2.664,4,0.698
"中崎　翔太",2012,"Farm","C","8","2","1",34.7,151,12.6,7.28,5.3,0,2.719,3.12,0.675
"中田　廉",2012,"Farm","C","17","2","2",27.7,125,22.4,9.6,12.8,0.98,3.442,5.2,0.662
"中村　恭平",2012,"Farm","C","10","3","3",53,217,17.1,8.76,8.3,0.34,3.147,3.06,0.755
"野村　祐輔",2012,"Farm","C","1","0","0",6,23,26.1,4.35,21.7,0,1.364,3,0.75
"福井　優也",2012,"Farm","C","11","2","4",63.7,265,19.2,9.43,9.8,0.85,3.665,4.1,0.732
"ミコライオ",2012,"Farm","C","1","0","0",1,3,66.7,0,66.7,0,-1.136,0,1
"横山　竜士",2012,"Farm","C","29","0","0",26.7,113,15.9,6.19,9.7,0.34,2.789,3.71,0.701
"浅尾　拓也",2012,"Farm","D","16","1","0",15.7,68,13.2,10.29,2.9,1.15,4.715,4.02,0.72
"朝倉　健太",2012,"Farm","D","25","0","0",24.7,106,13.2,5.66,7.5,0.73,3.512,2.19,0.738
"伊藤　準規",2012,"Farm","D","8","1","1",42,181,12.7,6.08,6.6,0.43,3.459,4.5,0.697
"岩田　慎司",2012,"Farm","D","4","1","1",13,55,21.8,10.91,10.9,0,2.402,0,0.703
"大野　雄大",2012,"Farm","D","11","3","2",65.7,250,26,7.6,18.4,0.14,1.95,1.78,0.739
"小笠原　孝",2012,"Farm","D","14","2","4",61,251,14.3,5.18,9.2,0.44,3.109,2.8,0.704
"岡田　俊哉",2012,"Farm","D","22","0","3",19.3,89,9,8.99,0,0,3.588,1.86,0.726
"小川　龍也",2012,"Farm","D","16","4","5",82.3,375,12.8,8.27,4.5,0.66,4.03,3.5,0.679
"小熊　凌祐",2012,"Farm","D","39","2","3",39.3,155,23.2,3.23,20,0.46,1.999,2.29,0.721
"川上　憲伸",2012,"Farm","D","11","3","3",46,186,11.3,2.69,8.6,0.78,3.603,4.3,0.737
"川崎　貴弘",2012,"Farm","D","14","0","2",21.3,95,12.6,12.63,0,0,3.426,3.8,0.648
"金剛　弘樹",2012,"Farm","D","43","4","1",40.7,177,12.4,3.95,8.5,0.22,2.765,3.32,0.667
"齊藤　信介",2012,"Farm","D","23","0","0",22.7,100,11,5,6,0.4,3.128,4.76,0.663
"清水　昭信",2012,"Farm","D","24","0","1",23.3,99,13.1,1.01,12.1,0,2.135,3.86,0.682
"鈴木　義広",2012,"Farm","D","16","1","1",11.7,51,9.8,11.76,-2,1.54,6.035,6.17,0.789
"ソト",2012,"Farm","D","12","0","0",14,61,11.5,6.56,4.9,0,2.935,1.93,0.7
"宋　相勲",2012,"Farm","D","2","0","1",0.7,6,0,50,-50,0,16.364,27,0.667
"高島　祥平",2012,"Farm","D","17","1","0",16.3,80,8.8,18.75,-10,0.55,5.741,6.06,0.719
"高橋　聡文",2012,"Farm","D","23","0","1",21.3,82,15.9,8.54,7.3,0,2.77,1.27,0.774
"田島　慎二",2012,"Farm","D","1","0","0",1,4,25,0,25,0,0.864,0,0.333
"辻　孟彦",2012,"Farm","D","23","2","7",62,269,13.4,3.72,9.7,0.87,3.638,4.06,0.705
"中田　賢一",2012,"Farm","D","5","1","1",22,95,15.8,7.37,8.4,0.41,3.045,4.09,0.694
"西川　健太郎",2012,"Farm","D","17","7","4",80.3,322,14,7.76,6.2,0.34,3.312,2.58,0.751
"ネルソン",2012,"Farm","D","8","3","0",22,77,18.2,2.6,15.6,0.41,2.454,0.82,0.833
"久本　祐一",2012,"Farm","D","20","2","2",20,86,12.8,4.65,8.1,0.45,3.014,4.5,0.657
"平井　正史",2012,"Farm","D","25","1","0",22.7,100,17,6,11,0.4,2.731,3.57,0.632
"三瀬　幸司",2012,"Farm","D","12","0","0",8,36,2.8,11.11,-8.3,0,4.114,5.63,0.645
"武藤　祐太",2012,"Farm","D","8","0","1",7.3,30,13.3,3.33,10,0,2.182,2.45,0.72
"矢地　健人",2012,"Farm","D","37","3","3",37,159,16.4,10.69,5.7,0,2.918,2.43,0.733
"山井　大介",2012,"Farm","D","1","0","1",4.3,19,10.5,15.79,-5.3,0,3.325,0,0.923
"山内　壮馬",2012,"Farm","D","1","0","1",6,25,20,0,20,0,1.197,0,0.75
"山本昌",2012,"Farm","D","8","0","3",29,119,12.6,6.72,5.9,0.31,3.208,2.79,0.747
"雄太",2012,"Farm","D","8","2","1",33,120,11.7,1.67,10,0,2.197,0.55,0.76
"吉見　一起",2012,"Farm","D","4","0","1",12,47,19.1,0,19.1,0,1.364,3,0.711
"阿斗里",2012,"Farm","DB","29","3","0",52,214,15.4,10.75,4.7,0.35,3.421,1.73,0.744
"安斉　雄虎",2012,"Farm","DB","6","0","0",11,49,8.2,20.41,-12.2,0.82,6.045,1.64,0.794
"伊藤　拓郎",2012,"Farm","DB","4","2","0",14,51,11.8,3.92,7.8,0,2.649,0,0.791
"牛田　成樹",2012,"Farm","DB","46","0","2",48.7,199,26.6,8.54,18.1,0.55,2.658,2.22,0.778
"江尻　慎太郎",2012,"Farm","DB","31","3","1",32.3,140,21.4,5.71,15.7,0.84,2.956,5.29,0.673
"大原　慎司",2012,"Farm","DB","24","3","2",21.7,87,29.9,5.75,24.1,0,1.156,1.66,0.704
"加賀美　希昇",2012,"Farm","DB","8","4","1",46,183,16.4,4.37,12,0.2,2.429,1.57,0.736
"菊地　和正",2012,"Farm","DB","2","0","0",2,12,0,0,0,0,2.864,4.5,0.5
"北方　悠誠",2012,"Farm","DB","6","0","2",14.3,79,6.3,22.78,-16.5,0,6.352,6.91,0.643
"クレイマー",2012,"Farm","DB","3","0","2",9.7,47,10.6,19.15,-8.5,0,4.932,8.38,0.636
"国吉　佑樹",2012,"Farm","DB","5","1","3",30,124,24.2,2.42,21.8,1.2,2.897,4.2,0.678
"小杉　陽太",2012,"Farm","DB","12","2","4",46.7,203,15.8,4.43,11.3,0,2.135,2.89,0.667
"小林　公太",2012,"Farm","DB","5","0","0",4.3,20,10,5,5,0,2.633,6.23,0.647
"小林　寛",2012,"Farm","DB","15","2","3",48,209,14.4,8.61,5.7,0.75,3.884,4.5,0.688
"小林　太志",2012,"Farm","DB","5","1","1",25,107,12.1,6.54,5.6,0.36,3.424,2.88,0.733
"佐藤　祥万",2012,"Farm","DB","32","1","1",27.7,119,13.4,5.04,8.4,0.65,3.406,2.6,0.691
"ジオ",2012,"Farm","DB","8","2","0",30,131,13,7.63,5.3,0.3,3.264,4.5,0.699
"篠原　貴行",2012,"Farm","DB","3","0","0",3,12,33.3,8.33,25,0,1.197,3,0.857
"清水　直行",2012,"Farm","DB","8","0","1",14,61,11.5,8.2,3.3,0.64,4.292,4.5,0.729
"須田　幸太",2012,"Farm","DB","12","3","2",54,213,22.1,6.57,15.5,0.33,2.326,1.5,0.716
"高崎　健太郎",2012,"Farm","DB","1","0","0",1,3,0,0,0,0,2.864,0,1
"田中　健二朗",2012,"Farm","DB","10","5","3",59.7,245,13.5,6.12,7.3,0.45,3.215,3.32,0.727
"冨田　康祐",2012,"Farm","DB","10","0","1",12,55,23.6,12.73,10.9,1.5,4.864,6,0.606
"ハミルトン",2012,"Farm","DB","6","0","0",6.7,34,17.6,5.88,11.8,1.35,4.364,8.1,0.56
"林　昌範",2012,"Farm","DB","20","0","1",18.3,73,16.4,9.59,6.8,0,2.7,2.95,0.778
"ブランドン",2012,"Farm","DB","5","0","1",18,71,23.9,7.04,16.9,0.5,2.53,1,0.75
"福田　岳洋",2012,"Farm","DB","35","4","0",43.3,178,16.9,7.3,9.6,0.21,2.679,1.66,0.731
"福山　博之",2012,"Farm","DB","20","2","2",22,105,10.5,6.67,3.8,0.82,4.273,2.86,0.679
"藤井　秀悟",2012,"Farm","DB","9","0","3",39,163,11.7,4.29,7.4,0.23,2.838,3.46,0.691
"藤江　均",2012,"Farm","DB","3","0","0",3,9,0,0,0,0,2.864,0,0.889
"眞下　貴之",2012,"Farm","DB","16","3","3",63,286,17.1,13.64,3.5,0.29,3.625,4.43,0.673
"山本　省吾",2012,"Farm","DB","11","6","3",64,254,15.7,3.94,11.8,0.42,2.832,2.25,0.73
"王　溢正",2012,"Farm","DB","14","6","3",74.3,321,16.8,5.92,10.9,0.48,2.958,4.12,0.668
"有銘　兼久",2012,"Farm","E","32","3","1",26,106,24.5,12.26,12.3,0,2.594,2.08,0.776
"井坂　亮平",2012,"Farm","E","4","0","1",12.7,60,10,8.33,1.7,0,3.1,5.68,0.673
"井上　雄介",2012,"Farm","E","21","2","0",31.3,127,26,12.6,13.4,0.29,3.087,0.86,0.831
"上園　啓史",2012,"Farm","E","18","2","4",44,179,15.1,2.23,12.8,0.2,2.341,3.07,0.687
"片山　博視",2012,"Farm","E","16","4","1",23.3,98,19.4,4.08,15.3,0,2.006,3.09,0.667
"加藤　大輔",2012,"Farm","E","1","0","0",1,5,0,20,-20,0,5.864,0,0.5
"加藤　貴大",2012,"Farm","E","7","0","0",7.3,49,14.3,34.69,-20.4,1.23,10.909,13.5,0.708
"釜田　佳直",2012,"Farm","E","7","0","0",21,83,21.7,6.02,15.7,0,2.435,0.86,0.8
"辛島　航",2012,"Farm","E","6","2","2",37,152,19.7,3.29,16.4,0.49,2.431,2.68,0.713
"川井　貴志",2012,"Farm","E","12","3","5",53.3,233,14.2,4.29,9.9,0.34,2.845,2.87,0.691
"川岸　強",2012,"Farm","E","26","1","3",28,119,10.9,2.52,8.4,0.64,3.292,4.18,0.673
"川島　亮",2012,"Farm","E","12","1","2",15,74,10.8,5.41,5.4,1.2,4.33,6.6,0.6
"菊池　保則",2012,"Farm","E","17","7","2",101.3,411,15.8,4.62,11.2,0.62,3.219,3.2,0.734
"佐竹　健太",2012,"Farm","E","23","2","1",23.7,106,21.7,7.55,14.2,0,2.061,3.8,0.653
"塩見　貴洋",2012,"Farm","E","4","0","0",17,63,27,3.17,23.8,0,1.216,1.59,0.682
"下柳　剛",2012,"Farm","E","11","3","3",52.3,227,12.3,6.61,5.7,0.86,4.01,3.78,0.676
"ダックワース",2012,"Farm","E","2","0","1",11,50,14,10,4,0.82,4.136,3.27,0.649
"高堀　和也",2012,"Farm","E","25","2","1",34,137,32.1,8.03,24.1,0.53,2.011,2.65,0.725
"田中　将大",2012,"Farm","E","1","0","0",4,15,40,6.67,33.3,0,0.614,0,0.625
"土屋　朋弘",2012,"Farm","E","20","1","1",25.7,118,11.9,8.47,3.4,0.7,4.422,3.86,0.717
"戸村　健次",2012,"Farm","E","13","5","4",95.7,403,14.9,7.94,6.9,0.28,3.083,2.63,0.695
"永井　怜",2012,"Farm","E","17","10","4",101.3,422,14,5.45,8.5,0.71,3.554,3.91,0.717
"ハウザー",2012,"Farm","E","5","0","0",6,24,29.2,8.33,20.8,0,2.03,0,0.867
"橋本　義隆",2012,"Farm","E","27","0","0",30.7,127,18.1,5.51,12.6,1.17,3.744,1.76,0.742
"ヒメネス",2012,"Farm","E","2","0","1",6.7,33,15.2,6.06,9.1,0,2.264,9.45,0.577
"藤原　紘通",2012,"Farm","E","21","4","4",59,241,13.7,4.98,8.7,0.15,2.728,2.14,0.728
"美馬　学",2012,"Farm","E","4","1","2",25.7,109,14.7,4.59,10.1,0.35,2.708,3.16,0.713
"武藤　好貴",2012,"Farm","E","17","0","1",37,151,18.5,8.61,9.9,0.73,3.539,3.16,0.72
"山村　宏樹",2012,"Farm","E","14","2","3",26.3,120,5.8,3.33,2.5,0.68,4.003,4.44,0.701
"ラズナー",2012,"Farm","E","5","0","0",7,27,22.2,7.41,14.8,0,2.435,0,0.895
"石井　裕也",2012,"Farm","F","8","0","0",8,33,18.2,0,18.2,1.12,2.989,2.25,0.692
"糸数　敬作",2012,"Farm","F","22","6","3",101.7,441,17.7,7.48,10.2,0.44,3.237,2.66,0.735
"乾　真大",2012,"Farm","F","16","0","1",25.7,97,24.7,5.15,19.6,0.7,2.591,1.05,0.848
"ウルフ",2012,"Farm","F","1","0","0",5,16,12.5,0,12.5,0,2.064,0,0.929
"植村　祐介",2012,"Farm","F","21","0","2",24.3,123,17.1,9.76,7.3,2.59,6.357,8.14,0.602
"上沢　直之",2012,"Farm","F","10","0","4",27.7,134,9,7.46,1.5,1.3,4.96,5.2,0.685
"運天　ジョン・クレイトン",2012,"Farm","F","3","0","0",1.3,12,8.3,41.67,-33.3,0,12.614,40.5,0.333
"榎下　陽大",2012,"Farm","F","38","2","4",44,191,29.3,6.81,22.5,0.82,2.454,4.5,0.661
"大塚　豊",2012,"Farm","F","33","3","2",41.7,182,12.1,5.49,6.6,0,2.672,1.73,0.707
"木田　優夫",2012,"Farm","F","46","3","1",43.7,193,11.4,8.81,2.6,0.62,4.123,2.68,0.728
"ケッペル",2012,"Farm","F","2","0","0",9,36,13.9,2.78,11.1,0,2.086,2,0.7
"齊藤　勝",2012,"Farm","F","24","3","4",74.3,344,11.3,12.21,-0.9,1.45,5.729,4.96,0.725
"斎藤　佑樹",2012,"Farm","F","5","1","3",29,134,11.2,8.21,3,0.31,3.622,4.34,0.701
"榊原　諒",2012,"Farm","F","31","2","1",29.3,134,13.4,4.48,9,0.92,3.579,5.22,0.598
"武田　久",2012,"Farm","F","2","0","0",2,7,14.3,0,14.3,0,1.864,0,0.667
"多田野　数人",2012,"Farm","F","6","1","1",36.3,167,12,3.59,8.4,0.25,2.864,4.46,0.664
"谷元　圭介",2012,"Farm","F","9","1","1",38,169,17.8,6.51,11.2,0.71,3.416,3.08,0.68
"土屋　健二",2012,"Farm","F","18","5","5",84,368,21.2,8.15,13,0.75,3.375,3.75,0.7
"中村　勝",2012,"Farm","F","14","3","4",75.3,333,14.7,9.31,5.4,0.72,3.833,5.02,0.713
"根本　朋久",2012,"Farm","F","42","2","6",46.7,200,20.5,11.5,9,0.19,3.056,1.74,0.726
"松家　卓弘",2012,"Farm","F","16","0","1",15,74,6.8,21.62,-14.9,0.6,6.864,5.4,0.788
"宮本　賢",2012,"Farm","F","50","1","1",35,167,13.8,6.59,7.2,0.51,3.492,5.14,0.672
"モルケン",2012,"Farm","F","1","0","0",1,5,0,0,0,0,2.864,9,0.6
"八木　智哉",2012,"Farm","F","12","2","8",56,259,20.5,6.18,14.3,1.29,3.953,5.79,0.687
"矢貫　俊之",2012,"Farm","F","12","7","4",73,304,20.1,5.59,14.5,0.62,2.864,3.33,0.706
"若竹　竜士",2012,"Farm","F","20","0","4",24.7,111,20.7,15.32,5.4,0.36,3.836,1.46,0.803
"朝井　秀樹",2012,"Farm","G","29","1","2",48,211,18,10.43,7.6,0.75,3.739,3.94,0.701
