"Player_name","Year","Level","T","PA","AB","AVG","HR","SLG","OBP","Kpct","BBpct","BABIP","wOBA","BABIP_denom","wOBA_denom"
"赤田　龍一郎",2015,"Farm","D",119,99,0.162,0,0.192,0.236,16.8,5.88,0.2,0.203,80,110
"浅尾　拓也",2015,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0
"朝倉　健太",2015,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0
"阿知羅　拓馬",2015,"Farm","D",1,1,0,0,0,0,100,0,0,0,0,1
"石垣　幸大",2015,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0
"石川　駿",2015,"Farm","D",53,43,0.047,0,0.047,0.196,24.5,3.77,0.067,0.147,30,51
"伊藤　準規",2015,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0
"井領　雅貴",2015,"Farm","D",272,241,0.27,1,0.349,0.321,11.4,5.15,0.303,0.298,211,262
"岩田　慎司",2015,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0
"遠藤　一星",2015,"Farm","D",135,116,0.276,1,0.448,0.363,18.5,7.41,0.337,0.36,92,135
"小笠原　道大",2015,"Farm","D",51,48,0.333,0,0.354,0.373,15.7,5.88,0.4,0.321,40,51
"岡田　俊哉",2015,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0
"小川　龍也",2015,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0
"小熊　凌祐",2015,"Farm","D",7,6,0.167,0,0.167,0.167,28.6,0,0.25,0.144,4,6
"桂　依央利",2015,"Farm","D",102,91,0.242,1,0.341,0.281,21.6,3.92,0.309,0.276,68,96
"加藤　匠馬",2015,"Farm","D",85,79,0.228,1,0.278,0.256,24.7,2.35,0.298,0.236,57,82
"金子　丈",2015,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0
"川崎　貴弘",2015,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0
"岸本　淳希",2015,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0
"工藤　隆人",2015,"Farm","D",101,94,0.277,0,0.298,0.32,20.8,5.94,0.356,0.276,73,100
"近藤　弘基",2015,"Farm","D",34,32,0.125,0,0.156,0.147,29.4,2.94,0.174,0.136,23,34
"杉山　翔大",2015,"Farm","D",71,58,0.224,1,0.276,0.348,18.3,14.08,0.273,0.291,44,69
"鈴木　翔太",2015,"Farm","D",2,2,0,0,0,0,50,0,0,0,1,2
"祖父江　大輔",2015,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0
"高橋　聡文",2015,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0
"高橋　周平",2015,"Farm","D",224,204,0.324,6,0.5,0.379,12.1,7.59,0.349,0.382,172,223
"武山　真吾",2015,"Farm","D",16,14,0,0,0,0.067,18.8,6.25,0,0.046,11,15
"谷　哲也",2015,"Farm","D",254,222,0.225,3,0.306,0.288,14.2,6.3,0.255,0.266,184,242
"堂上　直倫",2015,"Farm","D",44,40,0.35,0,0.425,0.386,20.5,6.82,0.438,0.354,32,44
"友永　翔太",2015,"Farm","D",344,281,0.231,1,0.295,0.348,17.7,14.53,0.288,0.299,222,336
"ナニータ",2015,"Farm","D",42,40,0.35,0,0.375,0.357,9.5,2.38,0.378,0.316,37,42
"西川　健太郎",2015,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0
"ネイラー",2015,"Farm","D",2,2,0,0,0,0,50,0,0,0,1,2
"野村　亮介",2015,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0
"野本　圭",2015,"Farm","D",280,244,0.275,7,0.463,0.344,17.1,8.57,0.308,0.351,195,279
"バルデス",2015,"Farm","D",1,1,0,0,0,0,0,0,0,0,1,1
"橋爪　大佑",2015,"Farm","D",56,46,0.109,0,0.152,0.192,16.1,8.93,0.132,0.166,38,52
"濱田　達郎",2015,"Farm","D",2,2,0.5,0,0.5,0.5,0,0,0.5,0.432,2,2
"浜田　智博",2015,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0
"平田　良介",2015,"Farm","D",10,9,0.222,2,0.889,0.3,30,10,0,0.482,4,10
"福田　永将",2015,"Farm","D",90,80,0.263,6,0.55,0.344,18.9,10,0.263,0.385,57,90
"福谷　浩司",2015,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0
"藤澤　拓斗",2015,"Farm","D",179,154,0.234,2,0.344,0.316,16.8,8.38,0.276,0.298,123,174
"藤吉　優",2015,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0
"古本　武尊",2015,"Farm","D",359,313,0.224,3,0.294,0.313,28.7,9.75,0.319,0.278,210,358
"ペレス",2015,"Farm","D",1,1,0,0,0,0,0,0,0,0,1,1
"又吉　克樹",2015,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0
"松井　雅人",2015,"Farm","D",22,20,0.1,0,0.1,0.182,22.7,0,0.133,0.145,15,22
"松井　佑介",2015,"Farm","D",192,166,0.235,3,0.355,0.291,14.6,7.29,0.263,0.286,137,182
"溝脇　隼人",2015,"Farm","D",194,163,0.252,0,0.294,0.326,9.3,9.28,0.283,0.28,145,180
"三ツ俣　大樹",2015,"Farm","D",292,243,0.251,3,0.358,0.345,21.9,10.96,0.322,0.316,180,284
"武藤　祐太",2015,"Farm","D",2,2,0,0,0,0,50,0,0,0,1,2
"メジャ",2015,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0
"森野　将彦",2015,"Farm","D",15,14,0.286,1,0.5,0.333,6.7,6.67,0.25,0.357,12,15
"八木　智哉",2015,"Farm","D",5,4,0,0,0,0,40,0,0,0,2,4
"山内　壮馬",2015,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0
"山本昌",2015,"Farm","D",2,0,0,0,0,0,0,0,0,0,0,0
"山本　雅士",2015,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0
"雄太",2015,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0
"吉見　一起",2015,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0
"リーバス",2015,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0
"ルナ",2015,"Farm","D",6,6,0.333,0,0.333,0.333,16.7,0,0.4,0.288,5,6
"若松　駿太",2015,"Farm","D",2,2,0,0,0,0,100,0,0,0,0,2
"和田　一浩",2015,"Farm","D",129,115,0.261,1,0.33,0.333,16.3,10.08,0.309,0.298,94,129
"赤堀　大智",2015,"Farm","DB",341,303,0.248,3,0.35,0.311,12.6,8.21,0.278,0.296,259,334
"安部　建輝",2015,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0
"荒波　翔",2015,"Farm","DB",146,134,0.269,1,0.351,0.315,11.6,6.16,0.302,0.295,116,143
"飯塚　悟史",2015,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0
"石川　雄洋",2015,"Farm","DB",22,22,0.318,0,0.5,0.318,13.6,0,0.368,0.357,19,22
"石田　健大",2015,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0
"井手　正太郎",2015,"Farm","DB",135,117,0.308,4,0.487,0.378,11.9,10.37,0.32,0.375,100,135
"井納　翔一",2015,"Farm","DB",2,2,0,0,0,0,100,0,0,0,0,2
"今井　金太",2015,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0
"内村　賢介",2015,"Farm","DB",202,181,0.243,0,0.298,0.305,9.4,6.44,0.272,0.271,162,196
"大田　阿斗里",2015,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0
"大原　慎司",2015,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0
"岡島　秀樹",2015,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0
"長田　秀一郎",2015,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0
"乙坂　智",2015,"Farm","DB",254,219,0.288,4,0.416,0.367,13,9.84,0.322,0.348,183,248
"加賀　繁",2015,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0
"加賀美　希昇",2015,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0
"柿田　裕太",2015,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0
"梶谷　隆幸",2015,"Farm","DB",3,2,0.5,0,0.5,0.667,33.3,33.33,1,0.519,1,3
"加藤　政義",2015,"Farm","DB",222,193,0.269,1,0.352,0.353,11.3,11.26,0.302,0.314,169,219
"亀井　塔生",2015,"Farm","DB",74,66,0.136,1,0.197,0.219,28.4,8.11,0.182,0.196,44,73
"国吉　佑樹",2015,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0
"倉本　寿彦",2015,"Farm","DB",72,64,0.203,1,0.281,0.271,25,6.94,0.267,0.251,45,70
"黒羽根　利規",2015,"Farm","DB",20,17,0.235,0,0.294,0.3,25,10,0.308,0.266,13,20
"桑原　将志",2015,"Farm","DB",160,137,0.299,5,0.54,0.374,18.8,8.12,0.35,0.395,103,155
"小杉　陽太",2015,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0
"後藤　武敏　Ｇ．",2015,"Farm","DB",21,16,0.375,0,0.375,0.476,0,19.05,0.353,0.379,17,21
"小林　寛",2015,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0
"下園　辰哉",2015,"Farm","DB",135,112,0.304,0,0.393,0.415,14.8,14.81,0.366,0.365,93,135
"白崎　浩之",2015,"Farm","DB",108,93,0.366,2,0.495,0.423,14.8,7.41,0.421,0.4,76,104
"須田　幸太",2015,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0
"砂田　毅樹",2015,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0
"関根　大気",2015,"Farm","DB",216,188,0.223,0,0.287,0.3,16.7,9.26,0.275,0.266,153,209
"高崎　健太郎",2015,"Farm","DB",5,5,0,0,0,0,100,0,0,0,0,5
"高城　俊人",2015,"Farm","DB",41,33,0.242,0,0.273,0.342,12.2,9.76,0.286,0.286,28,38
"高橋　尚成",2015,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0
"田中　健二朗",2015,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0
"多村　仁志",2015,"Farm","DB",144,116,0.319,7,0.526,0.451,13.9,18.75,0.337,0.425,89,144
"土屋　健二",2015,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0
"鶴岡　賢二郎",2015,"Farm","DB",149,135,0.244,2,0.37,0.302,20.1,6.71,0.295,0.298,105,149
"東野　峻",2015,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0
"西森　将司",2015,"Farm","DB",99,88,0.239,1,0.33,0.289,17.2,6.06,0.278,0.273,72,97
"林　昌範",2015,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0
"ビロウ",2015,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0
"飛雄馬",2015,"Farm","DB",139,119,0.21,7,0.445,0.304,15.1,9.35,0.198,0.329,91,135
"平田　真吾",2015,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0
"福地　元春",2015,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0
"松本　啓二朗",2015,"Farm","DB",158,132,0.295,3,0.409,0.4,13.9,13.92,0.336,0.361,107,155
"萬谷　康平",2015,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0
"三浦　大輔",2015,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0
"三上　朋也",2015,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0
"三嶋　一輝",2015,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0
"嶺井　博希",2015,"Farm","DB",117,99,0.232,2,0.333,0.315,14.5,5.13,0.262,0.295,80,111
"宮崎　敏郎",2015,"Farm","DB",257,237,0.3,10,0.494,0.342,9.3,5.84,0.296,0.36,206,257
"モスコーソ",2015,"Farm","DB",2,2,1,0,1,1,0,0,1,0.865,2,2
"百瀬　大騎",2015,"Farm","DB",157,123,0.154,0,0.171,0.325,28.7,16.56,0.244,0.253,78,154
"柳田　殖生",2015,"Farm","DB",122,105,0.21,0,0.267,0.311,16.4,11.48,0.256,0.266,86,121
"山口　俊",2015,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0
"山崎　憲晴",2015,"Farm","DB",152,128,0.234,1,0.32,0.31,15.1,5.92,0.274,0.286,106,145
"山下　幸輝",2015,"Farm","DB",324,283,0.247,3,0.346,0.311,15.1,7.72,0.283,0.291,237,317
"山下　峻",2015,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0
"渡邊　雄貴",2015,"Farm","DB",232,197,0.208,0,0.239,0.3,14.7,10.34,0.252,0.253,163,223
"相沢　晋",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"相原　和友",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"阿部　俊人",2015,"Farm","E",69,58,0.362,0,0.431,0.464,8.7,13.04,0.404,0.401,52,69
"安樂　智大",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"伊志嶺　忠",2015,"Farm","E",21,19,0.474,2,0.895,0.5,9.5,4.76,0.467,0.587,15,20
"伊東　亮大",2015,"Farm","E",172,152,0.237,2,0.342,0.314,17.4,7.56,0.279,0.296,122,172
"入野　貴大",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"岩崎　達郎",2015,"Farm","E",46,40,0.225,1,0.35,0.295,13,8.7,0.242,0.288,33,44
"ウィーラー",2015,"Farm","E",98,82,0.317,7,0.622,0.418,17.3,9.18,0.322,0.443,59,98
"上園　啓史",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"内田　靖人",2015,"Farm","E",278,252,0.194,6,0.329,0.263,29.9,7.19,0.261,0.265,165,278
"梅津　智弘",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"榎本　葵",2015,"Farm","E",316,290,0.248,2,0.328,0.294,13.6,5.06,0.285,0.277,246,310
"大坂谷　啓生",2015,"Farm","E",78,70,0.129,0,0.171,0.197,34.6,5.13,0.209,0.177,43,76
"大塚　尚仁",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"岡島　豪郎",2015,"Farm","E",87,74,0.23,0,0.243,0.337,9.2,12.64,0.258,0.273,66,86
"小野　郁",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"小山　桂司",2015,"Farm","E",57,49,0.184,0,0.204,0.259,22.8,8.77,0.25,0.217,36,54
"柿澤　貴裕",2015,"Farm","E",268,244,0.217,4,0.32,0.271,25.7,7.09,0.282,0.262,174,266
"片山　博視",2015,"Farm","E",142,130,0.238,1,0.308,0.282,30.3,6.34,0.337,0.261,89,142
"加藤　正志",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"金刃　憲人",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"釜田　佳直",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"辛島　航",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"川井　貴志",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"菊池　保則",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"北川　倫太郎",2015,"Farm","E",111,98,0.347,0,0.398,0.409,17.1,6.31,0.425,0.359,80,110
"銀次",2015,"Farm","E",11,10,0.3,0,0.3,0.364,0,9.09,0.3,0.299,10,11
"クルーズ",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"小斉　祐輔",2015,"Farm","E",212,178,0.27,3,0.354,0.368,9.9,12.74,0.285,0.325,158,212
"小関　翔太",2015,"Farm","E",47,34,0.265,0,0.382,0.39,14.9,14.89,0.333,0.354,27,41
"後藤　光尊",2015,"Farm","E",27,27,0.333,0,0.444,0.333,11.1,0,0.375,0.34,24,27
"小山　伸一郎",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"今野　龍太",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"サンチェス",2015,"Farm","E",128,107,0.299,5,0.523,0.398,10.9,14.84,0.3,0.399,90,128
"斎藤　隆",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"塩見　貴洋",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"嶋　基宏",2015,"Farm","E",6,5,0.2,0,0.2,0.333,16.7,16.67,0.25,0.26,4,6
"島井　寛仁",2015,"Farm","E",114,98,0.163,0,0.163,0.196,21.1,3.51,0.216,0.163,74,102
"島内　宏明",2015,"Farm","E",138,117,0.239,1,0.316,0.343,5.8,11.59,0.248,0.303,109,137
"下妻　貴寛",2015,"Farm","E",192,177,0.169,3,0.249,0.201,22.9,1.56,0.208,0.2,130,184
"セゴビア",2015,"Farm","E",141,123,0.236,9,0.504,0.319,16.3,9.93,0.22,0.356,91,138
"高堀　和也",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"戸村　健次",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"永井　怜",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"中川　大志",2015,"Farm","E",210,179,0.324,4,0.464,0.416,16.2,13.33,0.38,0.386,142,208
"西田　哲朗",2015,"Farm","E",136,120,0.267,2,0.367,0.348,20.6,10.29,0.333,0.32,90,135
"西宮　悠介",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"西村　弥",2015,"Farm","E",105,86,0.233,0,0.302,0.32,25.7,11.43,0.328,0.278,61,99
"ハウザー",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"長谷部　康平",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"濱矢　廣大",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"聖澤　諒",2015,"Farm","E",56,53,0.321,0,0.377,0.357,16.1,5.36,0.386,0.323,44,56
"フェルナンド",2015,"Farm","E",238,223,0.287,9,0.484,0.332,13.4,5.04,0.302,0.355,182,238
"福田　将儀",2015,"Farm","E",122,110,0.209,0,0.264,0.269,16.4,7.38,0.256,0.243,90,119
"藤江　均",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"藤田　一也",2015,"Farm","E",11,10,0.4,0,0.4,0.455,0,9.09,0.4,0.377,10,11
"古川　侑利",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"牧田　明久",2015,"Farm","E",17,16,0.5,1,0.75,0.529,5.9,0,0.5,0.548,14,17
"枡田　慎太郎",2015,"Farm","E",105,89,0.292,3,0.438,0.4,21,15.24,0.359,0.372,64,105
"ミコライオ",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"三好　匠",2015,"Farm","E",286,253,0.277,4,0.419,0.342,16.1,7.34,0.325,0.338,203,278
"ムリーロ",2015,"Farm","E",40,35,0.343,1,0.429,0.375,17.5,5,0.379,0.342,29,40
"武藤　好貴",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"森　雄大",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"森山　周",2015,"Farm","E",27,25,0.28,0,0.4,0.333,7.4,7.41,0.304,0.325,23,27
"八百板　卓丸",2015,"Farm","E",95,74,0.23,1,0.324,0.4,14.7,20,0.271,0.34,59,95
"山崎　浩司",2015,"Farm","E",36,31,0.29,0,0.323,0.343,13.9,8.33,0.333,0.295,27,35
"横山　貴明",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"横山　徹也",2015,"Farm","E",13,12,0.083,0,0.167,0.077,23.1,0,0.1,0.103,10,13
"レイ",2015,"Farm","E",0,0,0,0,0,0,0,0,0,0,0,0
"淺間　大基",2015,"Farm","F",287,260,0.3,7,0.45,0.35,17.8,5.23,0.348,0.35,204,283
"新垣　勇人",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"荒張　裕司",2015,"Farm","F",107,93,0.29,0,0.355,0.368,13.1,7.48,0.338,0.327,80,106
"有原　航平",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"石井　裕也",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"石川　慎吾",2015,"Farm","F",229,204,0.309,10,0.515,0.366,16.6,7.42,0.333,0.379,159,227
"石川　直也",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"石川　亮",2015,"Farm","F",71,63,0.222,1,0.317,0.275,18.3,7.04,0.26,0.263,50,69
"市川　友也",2015,"Farm","F",47,45,0.244,0,0.378,0.261,10.6,2.13,0.275,0.281,40,46
"乾　真大",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"鵜久森　淳志",2015,"Farm","F",273,248,0.274,10,0.452,0.341,14.7,8.42,0.293,0.347,198,273
"宇佐美　塁大",2015,"Farm","F",116,97,0.268,5,0.485,0.368,20.7,12.07,0.304,0.372,69,114
"浦野　博司",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"上沢　直之",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"榎下　陽大",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"大嶋　匠",2015,"Farm","F",173,161,0.224,4,0.348,0.269,20.8,5.2,0.264,0.273,121,171
"太田　賢吾",2015,"Farm","F",348,304,0.237,2,0.293,0.296,19.3,6.9,0.297,0.265,236,331
"大谷　翔平",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"大塚　豊",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"大野　奨太",2015,"Farm","F",56,45,0.333,1,0.422,0.444,8.9,16.07,0.359,0.387,39,54
"岡　大海",2015,"Farm","F",48,41,0.195,1,0.366,0.313,14.6,14.58,0.212,0.309,33,48
"ガラテ",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"鍵谷　陽平",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"金平　将至",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"河野　秀数",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"木佐貫　洋",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"岸里　亮佑",2015,"Farm","F",290,258,0.217,0,0.264,0.294,23.8,9.66,0.296,0.256,189,286
"北　篤",2015,"Farm","F",81,72,0.292,1,0.389,0.358,28.4,9.88,0.408,0.33,49,81
"クロッタ",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"齊藤　勝",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"斎藤　佑樹",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"佐藤　賢治",2015,"Farm","F",158,132,0.28,5,0.47,0.399,31,16.46,0.41,0.384,78,158
"佐藤　正尭",2015,"Farm","F",131,116,0.164,1,0.224,0.254,37.4,10.69,0.273,0.225,66,130
"清水　優心",2015,"Farm","F",257,230,0.222,3,0.283,0.28,23.3,7,0.286,0.253,168,250
"杉谷　拳士",2015,"Farm","F",8,8,0.25,0,0.25,0.25,0,0,0.25,0.216,8,8
"須永　英輝",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"瀬川　隼郎",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"高梨　裕稔",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"高濱　祐仁",2015,"Farm","F",442,390,0.256,6,0.364,0.338,14.9,9.05,0.296,0.316,318,438
"武田　久",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"武田　勝",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"立田　将太",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"谷口　雄也",2015,"Farm","F",113,95,0.295,2,0.4,0.381,14.2,11.5,0.325,0.345,80,113
"谷元　圭介",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"中村　勝",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"西川　遥輝",2015,"Farm","F",19,18,0.333,1,0.556,0.368,10.5,5.26,0.333,0.397,15,19
"ハーミッダ",2015,"Farm","F",29,24,0.042,0,0.083,0.207,31,13.79,0.067,0.167,15,29
"白村　明弘",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"藤岡　好明",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"増渕　竜義",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"松本　剛",2015,"Farm","F",324,281,0.285,6,0.384,0.354,8,7.1,0.295,0.327,251,314
"メンドーサ",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"森内　壽春",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"森本　龍弥",2015,"Farm","F",288,247,0.206,5,0.316,0.302,27.4,11.81,0.277,0.281,166,285
"屋宜　照悟",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"矢貫　俊之",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"矢野　謙次",2015,"Farm","F",12,9,0.222,0,0.222,0.417,0,25,0.222,0.317,9,12
"陽　岱鋼",2015,"Farm","F",36,32,0.344,3,0.625,0.417,11.1,11.11,0.32,0.441,25,36
"吉川　光夫",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"ライブリー",2015,"Farm","F",0,0,0,0,0,0,0,0,0,0,0,0
"渡邉　諒",2015,"Farm","F",373,311,0.264,6,0.383,0.346,17.4,10.19,0.313,0.324,243,354
"アンダーソン",2015,"Farm","G",118,105,0.267,6,0.514,0.314,15.3,7.63,0.259,0.351,85,118
"相川　亮二",2015,"Farm","G",10,9,0.556,1,0.889,0.6,10,10,0.571,0.622,7,10
"青木　高広",2015,"Farm","G",0,0,0,0,0,0,0,0,0,0,0,0
"阿南　徹",2015,"Farm","G",0,0,0,0,0,0,0,0,0,0,0,0
"阿部　慎之助",2015,"Farm","G",3,2,0.5,0,0.5,0.667,33.3,33.33,1,0.519,1,3
"井端　弘和",2015,"Farm","G",28,23,0.261,0,0.304,0.37,14.3,10.71,0.316,0.314,19,27
"今村　信貴",2015,"Farm","G",0,0,0,0,0,0,0,0,0,0,0,0
"隠善　智也",2015,"Farm","G",295,274,0.296,3,0.376,0.324,5.4,3.73,0.3,0.305,260,293
"内海　哲也",2015,"Farm","G",0,0,0,0,0,0,0,0,0,0,0,0
"江柄子　裕樹",2015,"Farm","G",0,0,0,0,0,0,0,0,0,0,0,0
"大田　泰示",2015,"Farm","G",137,125,0.296,11,0.624,0.336,23.4,5.84,0.306,0.403,85,137
"大竹　寛",2015,"Farm","G",0,0,0,0,0,0,0,0,0,0,0,0
"大累　進",2015,"Farm","G",172,136,0.206,0,0.213,0.308,9.9,10.47,0.231,0.247,121,159
"岡本　和真",2015,"Farm","G",257,240,0.258,1,0.354,0.307,19.5,5.45,0.323,0.296,189,257
"カステヤーノス",2015,"Farm","G",39,35,0.257,1,0.4,0.308,41,7.69,0.421,0.308,19,39
"笠原　将生",2015,"Farm","G",0,0,0,0,0,0,0,0,0,0,0,0
"片岡　治大",2015,"Farm","G",7,7,0.286,0,0.429,0.286,14.3,0,0.333,0.314,6,7
"香月　良太",2015,"Farm","G",0,0,0,0,0,0,0,0,0,0,0,0
"加藤　健",2015,"Farm","G",54,49,0.306,1,0.388,0.34,20.4,5.56,0.368,0.315,38,53
"亀井　善行",2015,"Farm","G",8,8,0.625,0,0.625,0.625,12.5,0,0.714,0.541,7,8
"川相　拓也",2015,"Farm","G",31,27,0.111,0,0.111,0.172,19.4,3.23,0.143,0.139,21,29
"河野　元貴",2015,"Farm","G",148,135,0.207,2,0.274,0.225,22.3,2.03,0.252,0.217,103,142
"北　篤",2015,"Farm","G",77,70,0.271,2,0.386,0.329,24.7,5.19,0.347,0.316,49,76
"北之園　隆生",2015,"Farm","G",4,4,0.5,0,0.5,0.5,25,0,0.667,0.432,3,4
